lg,item,syn,sentence,condition,headn,attn,verbn,model_type,attention_entropy,attention_diff
russian,5,0,Билеты в музей во время уличной демонстрации были утеряны,PL-SG-PL,PL,SG,PL,gpt2,1.0305102,0.29989608228853015
russian,5,0,Билеты в музеи во время уличной демонстрации был утерян,PL-PL-SG,PL,PL,SG,gpt2,1.1072732,0.3206697461007618
russian,5,0,Билеты в музеи во время уличной демонстрации были утеряны,PL-PL-PL,PL,PL,PL,gpt2,1.0884993,0.3033703991332487
russian,6,0,Взгляд на снимок из-под длинных опущенных ресниц был брошен,SG-SG-SG,SG,SG,SG,gpt2,1.3300258,0.2551492180514899
russian,6,0,Взгляд на снимок из-под длинных опущенных ресниц были брошены,SG-SG-PL,SG,SG,PL,gpt2,1.3439586,0.23325394453844303
russian,6,0,Взгляд на снимки из-под длинных опущенных ресниц был брошен,SG-PL-SG,SG,PL,SG,gpt2,1.2769046,0.28580836653489006
russian,6,0,Взгляд на снимки из-под длинных опущенных ресниц были брошены,SG-PL-PL,SG,PL,PL,gpt2,1.3897637,0.1360124108486807
russian,6,0,Взгляды на снимок из-под длинных опущенных ресниц был брошен,PL-SG-SG,PL,SG,SG,gpt2,1.2641605,0.27516871477092825
russian,6,0,Взгляды на снимок из-под длинных опущенных ресниц были брошены,PL-SG-PL,PL,SG,PL,gpt2,1.1178814,0.28923833454867537
russian,6,0,Взгляды на снимки из-под длинных опущенных ресниц был брошен,PL-PL-SG,PL,PL,SG,gpt2,1.1933489,0.3263260832023674
russian,6,0,Взгляды на снимки из-под длинных опущенных ресниц были брошены,PL-PL-PL,PL,PL,PL,gpt2,1.153298,0.26082076215880984
russian,7,0,Возражение на упрёк без излишне бурных эмоций было принято,SG-SG-SG,SG,SG,SG,gpt2,1.1271068,0.321877687225336
russian,7,0,Возражение на упрёк без излишне бурных эмоций были приняты,SG-SG-PL,SG,SG,PL,gpt2,1.2441244,0.274444215363131
russian,7,0,Возражение на упреки без излишне бурных эмоций было принято,SG-PL-SG,SG,PL,SG,gpt2,1.1645035,0.3149826636331543
russian,7,0,Возражение на упреки без излишне бурных эмоций были приняты,SG-PL-PL,SG,PL,PL,gpt2,1.3220344,0.14829006990316673
russian,7,0,Возражения на упрёк без излишне бурных эмоций было принято,PL-SG-SG,PL,SG,SG,gpt2,1.2565395,0.30016187749903944
russian,7,0,Возражения на упрёк без излишне бурных эмоций были приняты,PL-SG-PL,PL,SG,PL,gpt2,1.1296442,0.30019221090451337
russian,7,0,Возражения на упреки без излишне бурных эмоций было принято,PL-PL-SG,PL,PL,SG,gpt2,1.2963947,0.2928981581247637
russian,7,0,Возражения на упреки без излишне бурных эмоций были приняты,PL-PL-PL,PL,PL,PL,gpt2,1.1943767,0.2574918042872131
russian,8,0,Выстрел в цель из-за сбитого прицела ружья был неточным,SG-SG-SG,SG,SG,SG,gpt2,1.1412119,0.35657489093556677
russian,8,0,Выстрел в цель из-за сбитого прицела ружья были неточными,SG-SG-PL,SG,SG,PL,gpt2,1.1012629,0.35585984008031285
russian,8,0,Выстрел в цели из-за сбитого прицела ружья был неточным,SG-PL-SG,SG,PL,SG,gpt2,1.1255916,0.3622027899415706
russian,8,0,Выстрел в цели из-за сбитого прицела ружья были неточными,SG-PL-PL,SG,PL,PL,gpt2,1.1409671,0.3121038482050962
russian,8,0,Выстрелы в цель из-за сбитого прицела ружья был неточным,PL-SG-SG,PL,SG,SG,gpt2,1.1948727,0.33218817788308985
russian,8,0,Выстрелы в цель из-за сбитого прицела ружья были неточными,PL-SG-PL,PL,SG,PL,gpt2,1.0663502,0.3641243322741649
russian,8,0,Выстрелы в цели из-за сбитого прицела ружья был неточным,PL-PL-SG,PL,PL,SG,gpt2,1.1696749,0.342732528741602
russian,8,0,Выстрелы в цели из-за сбитого прицела ружья были неточными,PL-PL-PL,PL,PL,PL,gpt2,1.0767696,0.3552973971162096
russian,9,0,Дорога через лес для снабжения людей провизией была проложена,SG-SG-SG,SG,SG,SG,gpt2,1.2057673,0.3072594210239283
russian,9,0,Дорога через лес для снабжения людей провизией были проложены,SG-SG-PL,SG,SG,PL,gpt2,1.3118773,0.25877681338074277
russian,9,0,Дорога через леса для снабжения людей провизией была проложена,SG-PL-SG,SG,PL,SG,gpt2,1.2252123,0.29901221172279996
russian,9,0,Дорога через леса для снабжения людей провизией были проложены,SG-PL-PL,SG,PL,PL,gpt2,1.3360782,0.23804878429676823
russian,9,0,Дороги через лес для снабжения людей провизией была проложена,PL-SG-SG,PL,SG,SG,gpt2,1.2663008,0.22419337166747655
russian,9,0,Дороги через лес для снабжения людей провизией были проложены,PL-SG-PL,PL,SG,PL,gpt2,1.2426106,0.2782148075493968
russian,9,0,Дороги через леса для снабжения людей провизией была проложена,PL-PL-SG,PL,PL,SG,gpt2,1.2477958,0.21633706917774959
russian,9,0,Дороги через леса для снабжения людей провизией были проложены,PL-PL-PL,PL,PL,PL,gpt2,1.263333,0.2641866130776664
russian,10,0,Жалоба на боль из-за нарушения дыхания пациента была тихой,SG-SG-SG,SG,SG,SG,gpt2,0.9637701,0.37111274309280157
russian,10,0,Жалоба на боль из-за нарушения дыхания пациента были тихими,SG-SG-PL,SG,SG,PL,gpt2,1.0381715,0.34878834160103694
russian,10,0,Жалоба на боли из-за нарушения дыхания пациента была тихой,SG-PL-SG,SG,PL,SG,gpt2,0.9648267,0.37095583185758857
russian,10,0,Жалоба на боли из-за нарушения дыхания пациента были тихими,SG-PL-PL,SG,PL,PL,gpt2,1.0761654,0.316715269962353
russian,10,0,Жалобы на боль из-за нарушения дыхания пациента была тихой,PL-SG-SG,PL,SG,SG,gpt2,1.0348603,0.34560253004378105
russian,10,0,Жалобы на боль из-за нарушения дыхания пациента были тихими,PL-SG-PL,PL,SG,PL,gpt2,0.99865305,0.3578087263411515
russian,10,0,Жалобы на боли из-за нарушения дыхания пациента была тихой,PL-PL-SG,PL,PL,SG,gpt2,1.02754,0.353204903118523
russian,10,0,Жалобы на боли из-за нарушения дыхания пациента были тихими,PL-PL-PL,PL,PL,PL,gpt2,1.0331192,0.32746100109651727
russian,11,0,История про убийство в присутствии маленьких детей была рассказана,SG-SG-SG,SG,SG,SG,gpt2,0.9182056,0.19422173492377795
russian,11,0,История про убийство в присутствии маленьких детей были рассказаны,SG-SG-PL,SG,SG,PL,gpt2,1.038275,0.15911931508264915
russian,11,0,История про убийства в присутствии маленьких детей была рассказана,SG-PL-SG,SG,PL,SG,gpt2,0.9263921,0.20064328073216442
russian,11,0,История про убийства в присутствии маленьких детей были рассказаны,SG-PL-PL,SG,PL,PL,gpt2,1.0822685,0.08678689965593164
russian,11,0,Истории про убийство в присутствии маленьких детей была рассказана,PL-SG-SG,PL,SG,SG,gpt2,1.2307601,0.2226906515855536
russian,11,0,Истории про убийство в присутствии маленьких детей были рассказаны,PL-SG-PL,PL,SG,PL,gpt2,1.140381,0.23477611998660172
russian,11,0,Истории про убийства в присутствии маленьких детей была рассказана,PL-PL-SG,PL,PL,SG,gpt2,1.2405517,0.2344458219077765
russian,11,0,Истории про убийства в присутствии маленьких детей были рассказаны,PL-PL-PL,PL,PL,PL,gpt2,1.1796029,0.22455457114317
russian,12,0,Кредит на участок из-за высокой стоимости земли был долгосрочным,SG-SG-SG,SG,SG,SG,gpt2,1.133112,0.28111905413778404
russian,12,0,Кредит на участок из-за высокой стоимости земли были долгосрочными,SG-SG-PL,SG,SG,PL,gpt2,1.1448168,0.2683927761068539
russian,12,0,Кредит на участки из-за высокой стоимости земли был долгосрочным,SG-PL-SG,SG,PL,SG,gpt2,1.0950747,0.32071317074387756
russian,12,0,Кредит на участки из-за высокой стоимости земли были долгосрочными,SG-PL-PL,SG,PL,PL,gpt2,1.1861112,0.24197322048956973
russian,12,0,Кредиты на участок из-за высокой стоимости земли был долгосрочным,PL-SG-SG,PL,SG,SG,gpt2,1.2470864,0.2560008468174688
russian,12,0,Кредиты на участок из-за высокой стоимости земли были долгосрочными,PL-SG-PL,PL,SG,PL,gpt2,1.0671281,0.3080981199832392
russian,12,0,Кредиты на участки из-за высокой стоимости земли был долгосрочным,PL-PL-SG,PL,PL,SG,gpt2,1.187809,0.3191534669047256
russian,12,0,Кредиты на участки из-за высокой стоимости земли были долгосрочными,PL-PL-PL,PL,PL,PL,gpt2,1.0891726,0.298953324190315
russian,13,0,Кружево на наряд в вышитый шелковый мешочек было упаковано,SG-SG-SG,SG,SG,SG,gpt2,1.0964892,0.3152623054719172
russian,13,0,Кружево на наряд в вышитый шелковый мешочек были упакованы,SG-SG-PL,SG,SG,PL,gpt2,1.0593684,0.2748474173062807
russian,13,0,Кружево на наряды в вышитый шелковый мешочек было упаковано,SG-PL-SG,SG,PL,SG,gpt2,1.1251446,0.309000471773541
russian,13,0,Кружево на наряды в вышитый шелковый мешочек были упакованы,SG-PL-PL,SG,PL,PL,gpt2,1.1432102,0.2247564083760297
russian,13,0,Кружева на наряд в вышитый шелковый мешочек было упаковано,PL-SG-SG,PL,SG,SG,gpt2,1.1065986,0.28178409958629463
russian,13,0,Кружева на наряд в вышитый шелковый мешочек были упакованы,PL-SG-PL,PL,SG,PL,gpt2,1.1197895,0.27474589808830296
russian,13,0,Кружева на наряды в вышитый шелковый мешочек было упаковано,PL-PL-SG,PL,PL,SG,gpt2,1.1366065,0.27522174505560887
russian,13,0,Кружева на наряды в вышитый шелковый мешочек были упакованы,PL-PL-PL,PL,PL,PL,gpt2,1.1959959,0.22512369805779134
russian,14,0,Легенда про замок в старинной летописи графства была записана,SG-SG-SG,SG,SG,SG,gpt2,1.0697995,0.24053338397640264
russian,14,0,Легенда про замок в старинной летописи графства были записаны,SG-SG-PL,SG,SG,PL,gpt2,1.2728035,0.1862097348479922
russian,14,0,Легенда про замки в старинной летописи графства была записана,SG-PL-SG,SG,PL,SG,gpt2,1.0666269,0.24947576610477748
russian,14,0,Легенда про замки в старинной летописи графства были записаны,SG-PL-PL,SG,PL,PL,gpt2,1.3151225,0.1449492396440661
russian,14,0,Легенды про замок в старинной летописи графства была записана,PL-SG-SG,PL,SG,SG,gpt2,1.281085,0.20938142299233048
russian,14,0,Легенды про замок в старинной летописи графства были записаны,PL-SG-PL,PL,SG,PL,gpt2,1.0802114,0.262307323039421
russian,14,0,Легенды про замки в старинной летописи графства была записана,PL-PL-SG,PL,PL,SG,gpt2,1.2825854,0.21858189934328587
russian,14,0,Легенды про замки в старинной летописи графства были записаны,PL-PL-PL,PL,PL,PL,gpt2,1.1091621,0.25645149076666685
russian,15,0,Лестница в подвал из-за отсутствия свободного места была крутой,SG-SG-SG,SG,SG,SG,gpt2,1.2528598,0.30797018049445396
russian,15,0,Лестница в подвал из-за отсутствия свободного места были крутыми,SG-SG-PL,SG,SG,PL,gpt2,1.3184426,0.2524584791201847
russian,15,0,Лестница в подвалы из-за отсутствия свободного места была крутой,SG-PL-SG,SG,PL,SG,gpt2,1.2906978,0.28999014274527796
russian,15,0,Лестница в подвалы из-за отсутствия свободного места были крутыми,SG-PL-PL,SG,PL,PL,gpt2,1.4084423,0.11106330651646608
russian,15,0,Лестницы в подвал из-за отсутствия свободного места была крутой,PL-SG-SG,PL,SG,SG,gpt2,1.2347912,0.30259225928603134
russian,15,0,Лестницы в подвал из-за отсутствия свободного места были крутыми,PL-SG-PL,PL,SG,PL,gpt2,1.226125,0.2829267751785974
russian,15,0,Лестницы в подвалы из-за отсутствия свободного места была крутой,PL-PL-SG,PL,PL,SG,gpt2,1.2755035,0.27974997161561577
russian,15,0,Лестницы в подвалы из-за отсутствия свободного места были крутыми,PL-PL-PL,PL,PL,PL,gpt2,1.3484179,0.19906559428704737
russian,16,0,Мост через овраг после окончания военных действий был возведен,SG-SG-SG,SG,SG,SG,gpt2,1.256053,0.24935188057734053
russian,16,0,Мост через овраг после окончания военных действий были возведены,SG-SG-PL,SG,SG,PL,gpt2,1.2040075,0.2701970883496557
russian,16,0,Мост через овраги после окончания военных действий был возведен,SG-PL-SG,SG,PL,SG,gpt2,1.2204176,0.2783218226897901
russian,16,0,Мост через овраги после окончания военных действий были возведены,SG-PL-PL,SG,PL,PL,gpt2,1.2620689,0.22333854891493843
russian,16,0,Мосты через овраг после окончания военных действий был возведен,PL-SG-SG,PL,SG,SG,gpt2,1.2664175,0.1972376636726345
russian,16,0,Мосты через овраг после окончания военных действий были возведены,PL-SG-PL,PL,SG,PL,gpt2,1.2299287,0.2499724686602576
russian,16,0,Мосты через овраги после окончания военных действий был возведен,PL-PL-SG,PL,PL,SG,gpt2,1.1954994,0.2561552111789652
russian,16,0,Мосты через овраги после окончания военных действий были возведены,PL-PL-PL,PL,PL,PL,gpt2,1.2706536,0.2273039994500259
russian,17,0,Налог на доход из-за смены политического курса был повышен,SG-SG-SG,SG,SG,SG,gpt2,1.0928801,0.31331206810978607
russian,17,0,Налог на доход из-за смены политического курса были повышены,SG-SG-PL,SG,SG,PL,gpt2,1.1723951,0.2990874377338912
russian,17,0,Налог на доходы из-за смены политического курса был повышен,SG-PL-SG,SG,PL,SG,gpt2,1.07565,0.3136934311131597
russian,17,0,Налог на доходы из-за смены политического курса были повышены,SG-PL-PL,SG,PL,PL,gpt2,1.1834056,0.2756286038814267
russian,17,0,Налоги на доход из-за смены политического курса был повышен,PL-SG-SG,PL,SG,SG,gpt2,1.1899449,0.2811762262930456
russian,17,0,Налоги на доход из-за смены политического курса были повышены,PL-SG-PL,PL,SG,PL,gpt2,1.11718,0.2765003319613861
russian,17,0,Налоги на доходы из-за смены политического курса был повышен,PL-PL-SG,PL,PL,SG,gpt2,1.1451482,0.2967287782644579
russian,17,0,Налоги на доходы из-за смены политического курса были повышены,PL-PL-PL,PL,PL,PL,gpt2,1.1263906,0.2620248304406694
russian,18,0,Нападение на банк с применением холодного оружия было совершено,SG-SG-SG,SG,SG,SG,gpt2,0.96131057,0.37368374041041647
russian,18,0,Нападение на банк с применением холодного оружия были совершены,SG-SG-PL,SG,SG,PL,gpt2,0.9676992,0.3412996041226421
russian,18,0,Нападение на банки с применением холодного оружия было совершено,SG-PL-SG,SG,PL,SG,gpt2,0.96150005,0.3730698013200424
russian,18,0,Нападение на банки с применением холодного оружия были совершены,SG-PL-PL,SG,PL,PL,gpt2,0.9972315,0.3236503760082257
russian,18,0,Нападения на банк с применением холодного оружия было совершено,PL-SG-SG,PL,SG,SG,gpt2,1.0413995,0.34631823498418157
russian,18,0,Нападения на банк с применением холодного оружия были совершены,PL-SG-PL,PL,SG,PL,gpt2,1.0092663,0.3405666222463566
russian,18,0,Нападения на банки с применением холодного оружия было совершено,PL-PL-SG,PL,PL,SG,gpt2,1.0223236,0.3469854242737711
russian,18,0,Нападения на банки с применением холодного оружия были совершены,PL-PL-PL,PL,PL,PL,gpt2,1.0246751,0.3241746624240506
russian,19,0,Окно в сад из-за сильного холодного ветра было закрыто,SG-SG-SG,SG,SG,SG,gpt2,1.2077162,0.3117519271405004
russian,19,0,Окно в сад из-за сильного холодного ветра были закрыты,SG-SG-PL,SG,SG,PL,gpt2,1.2514639,0.28419577381126077
russian,19,0,Окно в сады из-за сильного холодного ветра было закрыто,SG-PL-SG,SG,PL,SG,gpt2,1.2216051,0.28929795648020007
russian,19,0,Окно в сады из-за сильного холодного ветра были закрыты,SG-PL-PL,SG,PL,PL,gpt2,1.3396957,0.16734814826125072
russian,19,0,Окна в сад из-за сильного холодного ветра было закрыто,PL-SG-SG,PL,SG,SG,gpt2,1.2317241,0.2835400414143657
russian,19,0,Окна в сад из-за сильного холодного ветра были закрыты,PL-SG-PL,PL,SG,PL,gpt2,1.1990063,0.2951700360817487
russian,19,0,Окна в сады из-за сильного холодного ветра было закрыто,PL-PL-SG,PL,PL,SG,gpt2,1.2419939,0.26310779914586047
russian,19,0,Окна в сады из-за сильного холодного ветра были закрыты,PL-PL-PL,PL,PL,PL,gpt2,1.2912347,0.1813757092709975
russian,20,0,Ответ на вопрос из-за недостаточного знания материала был неверным,SG-SG-SG,SG,SG,SG,gpt2,1.1324383,0.15054070402167705
russian,20,0,Ответ на вопрос из-за недостаточного знания материала были неверными,SG-SG-PL,SG,SG,PL,gpt2,1.2139661,0.1779356954224025
russian,20,0,Ответ на вопросы из-за недостаточного знания материала был неверным,SG-PL-SG,SG,PL,SG,gpt2,1.0861901,0.18554867757164975
russian,20,0,Ответ на вопросы из-за недостаточного знания материала были неверными,SG-PL-PL,SG,PL,PL,gpt2,1.2117071,0.1234457688458888
russian,20,0,Ответы на вопрос из-за недостаточного знания материала был неверным,PL-SG-SG,PL,SG,SG,gpt2,1.1626601,0.23935867452709933
russian,20,0,Ответы на вопрос из-за недостаточного знания материала были неверными,PL-SG-PL,PL,SG,PL,gpt2,1.2155333,0.297757971216476
russian,20,0,Ответы на вопросы из-за недостаточного знания материала был неверным,PL-PL-SG,PL,PL,SG,gpt2,1.0922073,0.3151979804239121
russian,20,0,Ответы на вопросы из-за недостаточного знания материала были неверными,PL-PL-PL,PL,PL,PL,gpt2,1.2376628,0.257552665711333
russian,21,0,Очередь в театр из-за большого наплыва туристов была бесконечной,SG-SG-SG,SG,SG,SG,gpt2,1.1432416,0.3217298417178173
russian,21,0,Очередь в театр из-за большого наплыва туристов были бесконечными,SG-SG-PL,SG,SG,PL,gpt2,1.3112085,0.25144371815225597
russian,21,0,Очередь в театры из-за большого наплыва туристов была бесконечной,SG-PL-SG,SG,PL,SG,gpt2,1.1514667,0.3274132478963371
russian,21,0,Очередь в театры из-за большого наплыва туристов были бесконечными,SG-PL-PL,SG,PL,PL,gpt2,1.3500172,0.23887750301915547
russian,21,0,Очереди в театр из-за большого наплыва туристов была бесконечной,PL-SG-SG,PL,SG,SG,gpt2,1.3258773,0.25466222841457586
russian,21,0,Очереди в театр из-за большого наплыва туристов были бесконечными,PL-SG-PL,PL,SG,PL,gpt2,1.2826124,0.24235425787297177
russian,21,0,Очереди в театры из-за большого наплыва туристов была бесконечной,PL-PL-SG,PL,PL,SG,gpt2,1.3204093,0.2764563935297862
russian,21,0,Очереди в театры из-за большого наплыва туристов были бесконечными,PL-PL-PL,PL,PL,PL,gpt2,1.3150606,0.24735016173394836
russian,22,0,Переправа через ручей из-за тяжёлых погодных условий была опасной,SG-SG-SG,SG,SG,SG,gpt2,1.2044041,0.3468723615868182
russian,22,0,Переправа через ручей из-за тяжёлых погодных условий были опасными,SG-SG-PL,SG,SG,PL,gpt2,1.2685348,0.31403541708311844
russian,22,0,Переправа через ручьи из-за тяжёлых погодных условий была опасной,SG-PL-SG,SG,PL,SG,gpt2,1.1989033,0.34898661937486747
russian,22,0,Переправа через ручьи из-за тяжёлых погодных условий были опасными,SG-PL-PL,SG,PL,PL,gpt2,1.301275,0.3086613302572964
russian,22,0,Переправы через ручей из-за тяжёлых погодных условий была опасной,PL-SG-SG,PL,SG,SG,gpt2,1.252825,0.3434666735933774
russian,22,0,Переправы через ручей из-за тяжёлых погодных условий были опасными,PL-SG-PL,PL,SG,PL,gpt2,1.1988542,0.3222646506180709
russian,22,0,Переправы через ручьи из-за тяжёлых погодных условий была опасной,PL-PL-SG,PL,PL,SG,gpt2,1.2511415,0.3492762590136252
russian,22,0,Переправы через ручьи из-за тяжёлых погодных условий были опасными,PL-PL-PL,PL,PL,PL,gpt2,1.2297996,0.3209291529935143
russian,23,0,Песня про поезд для большинства отставных машинистов была грустной,SG-SG-SG,SG,SG,SG,gpt2,1.2263376,0.30497898572843196
russian,23,0,Песня про поезд для большинства отставных машинистов были грустными,SG-SG-PL,SG,SG,PL,gpt2,1.3931735,0.27270801449752924
russian,23,0,Песня про поезда для большинства отставных машинистов была грустной,SG-PL-SG,SG,PL,SG,gpt2,1.2312472,0.3095427813430299
russian,23,0,Песня про поезда для большинства отставных машинистов были грустными,SG-PL-PL,SG,PL,PL,gpt2,1.4165401,0.2647621627709092
russian,23,0,Песни про поезд для большинства отставных машинистов была грустной,PL-SG-SG,PL,SG,SG,gpt2,1.3077959,0.29845232237809904
russian,23,0,Песни про поезд для большинства отставных машинистов были грустными,PL-SG-PL,PL,SG,PL,gpt2,1.3687608,0.27986475653739107
russian,23,0,Песни про поезда для большинства отставных машинистов была грустной,PL-PL-SG,PL,PL,SG,gpt2,1.3079641,0.3019445527865622
russian,23,0,Песни про поезда для большинства отставных машинистов были грустными,PL-PL-PL,PL,PL,PL,gpt2,1.3909653,0.27455465044393684
russian,24,0,Письмо про поход из маленького сибирского посёлка было отправлено,SG-SG-SG,SG,SG,SG,gpt2,1.0605028,0.3363694570569521
russian,24,0,Письмо про поход из маленького сибирского посёлка были отправлены,SG-SG-PL,SG,SG,PL,gpt2,1.1304982,0.2976941797002198
russian,24,0,Письмо про походы из маленького сибирского посёлка было отправлено,SG-PL-SG,SG,PL,SG,gpt2,1.0687736,0.3118675359667719
russian,24,0,Письмо про походы из маленького сибирского посёлка были отправлены,SG-PL-PL,SG,PL,PL,gpt2,1.1343496,0.20316288454123352
russian,24,0,Письма про поход из маленького сибирского посёлка было отправлено,PL-SG-SG,PL,SG,SG,gpt2,1.1489269,0.26937303641365556
russian,24,0,Письма про поход из маленького сибирского посёлка были отправлены,PL-SG-PL,PL,SG,PL,gpt2,1.1272204,0.28846116515664877
russian,24,0,Письма про походы из маленького сибирского посёлка было отправлено,PL-PL-SG,PL,PL,SG,gpt2,1.1543286,0.24528617940234906
russian,24,0,Письма про походы из маленького сибирского посёлка были отправлены,PL-PL-PL,PL,PL,PL,gpt2,1.1222527,0.2064145975614018
russian,25,0,План на выходной из-за визита назойливых родственников был разрушен,SG-SG-SG,SG,SG,SG,gpt2,1.0771316,0.3322515399526184
russian,25,0,План на выходной из-за визита назойливых родственников были разрушены,SG-SG-PL,SG,SG,PL,gpt2,1.1734817,0.3274418651022605
russian,25,0,План на выходные из-за визита назойливых родственников был разрушен,SG-PL-SG,SG,PL,SG,gpt2,1.0917724,0.3416626856335753
russian,25,0,План на выходные из-за визита назойливых родственников были разрушены,SG-PL-PL,SG,PL,PL,gpt2,1.2611678,0.29012956100033177
russian,25,0,Планы на выходной из-за визита назойливых родственников был разрушен,PL-SG-SG,PL,SG,SG,gpt2,1.1960591,0.30149213688871124
russian,25,0,Планы на выходной из-за визита назойливых родственников были разрушены,PL-SG-PL,PL,SG,PL,gpt2,1.073235,0.33980316196081467
russian,25,0,Планы на выходные из-за визита назойливых родственников был разрушен,PL-PL-SG,PL,PL,SG,gpt2,1.2310511,0.30380564426461876
russian,25,0,Планы на выходные из-за визита назойливых родственников были разрушены,PL-PL-PL,PL,PL,PL,gpt2,1.169316,0.3056671737491971
russian,26,0,Поездка на остров для молодых влюблённых студентов была незабываемой,SG-SG-SG,SG,SG,SG,gpt2,1.1047541,0.35468548447651593
russian,26,0,Поездка на остров для молодых влюблённых студентов были незабываемыми,SG-SG-PL,SG,SG,PL,gpt2,1.2788455,0.3251966516293031
russian,26,0,Поездка на острова для молодых влюблённых студентов была незабываемой,SG-PL-SG,SG,PL,SG,gpt2,1.1074848,0.36304015690943575
russian,26,0,Поездка на острова для молодых влюблённых студентов были незабываемыми,SG-PL-PL,SG,PL,PL,gpt2,1.2978357,0.32674201196057356
russian,26,0,Поездки на остров для молодых влюблённых студентов была незабываемой,PL-SG-SG,PL,SG,SG,gpt2,1.294393,0.34196569277052796
russian,26,0,Поездки на остров для молодых влюблённых студентов были незабываемыми,PL-SG-PL,PL,SG,PL,gpt2,1.1238668,0.33501042759284017
russian,26,0,Поездки на острова для молодых влюблённых студентов была незабываемой,PL-PL-SG,PL,PL,SG,gpt2,1.29813,0.3496269796077737
russian,26,0,Поездки на острова для молодых влюблённых студентов были незабываемыми,PL-PL-PL,PL,PL,PL,gpt2,1.1408793,0.33992053633509206
russian,27,0,Полёт через пролив из-за усилившегося северного ветра был запрещён,SG-SG-SG,SG,SG,SG,gpt2,1.1212444,0.3336849873506054
russian,27,0,Полёт через пролив из-за усилившегося северного ветра были запрещены,SG-SG-PL,SG,SG,PL,gpt2,1.1549013,0.31286700070512885
russian,27,0,Полёт через проливы из-за усилившегося северного ветра был запрещён,SG-PL-SG,SG,PL,SG,gpt2,1.1063995,0.3351986708484173
russian,27,0,Полёт через проливы из-за усилившегося северного ветра были запрещены,SG-PL-PL,SG,PL,PL,gpt2,1.2296169,0.19829777242394542
russian,27,0,Полёты через пролив из-за усилившегося северного ветра был запрещён,PL-SG-SG,PL,SG,SG,gpt2,1.1694021,0.3063470830673431
russian,27,0,Полёты через пролив из-за усилившегося северного ветра были запрещены,PL-SG-PL,PL,SG,PL,gpt2,1.1754417,0.3210171398620481
russian,27,0,Полёты через проливы из-за усилившегося северного ветра был запрещён,PL-PL-SG,PL,PL,SG,gpt2,1.1399081,0.3093885973348698
russian,27,0,Полёты через проливы из-за усилившегося северного ветра были запрещены,PL-PL-PL,PL,PL,PL,gpt2,1.218705,0.25870678748173787
russian,28,0,Прогулка через парк для ценителей ландшафтного дизайна была приятной,SG-SG-SG,SG,SG,SG,gpt2,1.0898147,0.35394160128521696
russian,28,0,Прогулка через парк для ценителей ландшафтного дизайна были приятными,SG-SG-PL,SG,SG,PL,gpt2,1.2336956,0.3332259240742534
russian,28,0,Прогулка через парки для ценителей ландшафтного дизайна была приятной,SG-PL-SG,SG,PL,SG,gpt2,1.084754,0.3513601004686714
russian,28,0,Прогулка через парки для ценителей ландшафтного дизайна были приятными,SG-PL-PL,SG,PL,PL,gpt2,1.2568312,0.31619944567454583
russian,28,0,Прогулки через парк для ценителей ландшафтного дизайна была приятной,PL-SG-SG,PL,SG,SG,gpt2,1.2208968,0.34104092488725274
russian,28,0,Прогулки через парк для ценителей ландшафтного дизайна были приятными,PL-SG-PL,PL,SG,PL,gpt2,1.1623051,0.33053634597768167
russian,28,0,Прогулки через парки для ценителей ландшафтного дизайна была приятной,PL-PL-SG,PL,PL,SG,gpt2,1.2155234,0.3334436814055227
russian,28,0,Прогулки через парки для ценителей ландшафтного дизайна были приятными,PL-PL-PL,PL,PL,PL,gpt2,1.1797285,0.3244186136569301
russian,29,0,Прыжок через костёр для обладателей коротких ног был рискованным,SG-SG-SG,SG,SG,SG,gpt2,1.134725,0.31417563070311144
russian,29,0,Прыжок через костёр для обладателей коротких ног были рискованными,SG-SG-PL,SG,SG,PL,gpt2,1.2124335,0.32025008217576056
russian,29,0,Прыжок через костры для обладателей коротких ног был рискованным,SG-PL-SG,SG,PL,SG,gpt2,1.119287,0.3247122599668297
russian,29,0,Прыжок через костры для обладателей коротких ног были рискованными,SG-PL-PL,SG,PL,PL,gpt2,1.2469748,0.2770029473241362
russian,29,0,Прыжки через костёр для обладателей коротких ног был рискованным,PL-SG-SG,PL,SG,SG,gpt2,1.2171389,0.27699066338346734
russian,29,0,Прыжки через костёр для обладателей коротких ног были рискованными,PL-SG-PL,PL,SG,PL,gpt2,1.2024391,0.3039751069166343
russian,29,0,Прыжки через костры для обладателей коротких ног был рискованным,PL-PL-SG,PL,PL,SG,gpt2,1.1630257,0.30973761951622136
russian,29,0,Прыжки через костры для обладателей коротких ног были рискованными,PL-PL-PL,PL,PL,PL,gpt2,1.2360404,0.2925762132239989
russian,30,0,Путешествие на курорт для членов большой семьи было приятным,SG-SG-SG,SG,SG,SG,gpt2,1.0565394,0.35343660849836167
russian,30,0,Путешествие на курорт для членов большой семьи были приятными,SG-SG-PL,SG,SG,PL,gpt2,1.171243,0.3163970870164718
russian,30,0,Путешествие на курорты для членов большой семьи было приятным,SG-PL-SG,SG,PL,SG,gpt2,1.114246,0.33965820689428483
russian,30,0,Путешествие на курорты для членов большой семьи были приятными,SG-PL-PL,SG,PL,PL,gpt2,1.2659124,0.23069332611250815
russian,30,0,Путешествия на курорт для членов большой семьи было приятным,PL-SG-SG,PL,SG,SG,gpt2,1.1896306,0.32118519420589137
