item,condition,attractor,case,verb,sentence,model_type,attention_entropy,attention_diff
19,amb_sg_pl,sg,amb,pl,Das Telegramm für die Sängerin sind bekannt.,gpt2,1.2475088,-0.023896315507590776
19,amb_pl_sg,pl,amb,sg,Das Telegramm für die Sängerinnen ist bekannt.,gpt2,1.0790249,-0.013605593483953266
19,amb_pl_pl,pl,amb,pl,Das Telegramm für die Sängerinnen sind bekannt.,gpt2,1.2393672,-0.0342749403673224
19,unamb_sg_sg,sg,unamb,sg,Das Telegramm von der Sängerin ist bekannt.,gpt2,1.0579939,0.002855708205606766
19,unamb_sg_pl,sg,unamb,pl,Das Telegramm von der Sängerin sind bekannt.,gpt2,1.1978128,0.0012463483493775351
19,unamb_pl_sg,pl,unamb,sg,Das Telegramm von den Sängerinnen ist bekannt.,gpt2,1.0112896,-0.01124826883897187
19,unamb_pl_pl,pl,unamb,pl,Das Telegramm von den Sängerinnen sind bekannt.,gpt2,1.2197211,-0.02947240967769174
20,amb_sg_sg,sg,amb,sg,Das Gerücht über die Kleinstadt ist bekannt.,gpt2,0.9888115,-0.00609015839872884
20,amb_sg_pl,sg,amb,pl,Das Gerücht über die Kleinstadt sind bekannt.,gpt2,1.1121342,-0.014480391831602907
20,amb_pl_sg,pl,amb,sg,Das Gerücht über die Kleinstädte ist bekannt.,gpt2,1.0987036,-0.010759691514977021
20,amb_pl_pl,pl,amb,pl,Das Gerücht über die Kleinstädte sind bekannt.,gpt2,1.2059069,-0.04827614492241991
20,unamb_sg_sg,sg,unamb,sg,Das Gerücht in der Kleinstadt ist bekannt.,gpt2,0.9954276,0.02469849210756364
20,unamb_sg_pl,sg,unamb,pl,Das Gerücht in der Kleinstadt sind bekannt.,gpt2,1.1093309,0.01587338790704962
20,unamb_pl_sg,pl,unamb,sg,Das Gerücht in den Kleinstädten ist bekannt.,gpt2,1.0478402,0.010167781775817286
20,unamb_pl_pl,pl,unamb,pl,Das Gerücht in den Kleinstädten sind bekannt.,gpt2,1.1663916,-0.022893358138389885
21,amb_sg_sg,sg,amb,sg,Das Geschenk für die Tante ist bekannt.,gpt2,1.0317549,-0.09400932049611582
21,amb_sg_pl,sg,amb,pl,Das Geschenk für die Tante sind bekannt.,gpt2,1.154681,-0.13919704256695695
21,amb_pl_sg,pl,amb,sg,Das Geschenk für die Tanten ist bekannt.,gpt2,1.1387099,-0.03850392290623861
21,amb_pl_pl,pl,amb,pl,Das Geschenk für die Tanten sind bekannt.,gpt2,1.2706525,-0.13622488887631334
21,unamb_sg_sg,sg,unamb,sg,Das Geschenk von der Tante ist bekannt.,gpt2,0.9500122,-0.06876907894620674
21,unamb_sg_pl,sg,unamb,pl,Das Geschenk von der Tante sind bekannt.,gpt2,1.0996559,-0.12616660364437848
21,unamb_pl_sg,pl,unamb,sg,Das Geschenk von den Tanten ist bekannt.,gpt2,1.1043451,-0.025393732503289357
21,unamb_pl_pl,pl,unamb,pl,Das Geschenk von den Tanten sind bekannt.,gpt2,1.2559532,-0.145231110297027
22,amb_sg_sg,sg,amb,sg,Die Beratung über die Fabrik ist bekannt.,gpt2,0.93585837,0.04948618290945886
22,amb_sg_pl,sg,amb,pl,Die Beratung über die Fabrik sind bekannt.,gpt2,1.0452043,0.02112660603015684
22,amb_pl_sg,pl,amb,sg,Die Beratung über die Fabriken ist bekannt.,gpt2,0.8533966,0.024528453464154165
22,amb_pl_pl,pl,amb,pl,Die Beratung über die Fabriken sind bekannt.,gpt2,1.0071335,-0.026739305094815785
22,unamb_sg_sg,sg,unamb,sg,Die Beratung in der Fabrik ist bekannt.,gpt2,0.8079606,0.04610410004388543
22,unamb_sg_pl,sg,unamb,pl,Die Beratung in der Fabrik sind bekannt.,gpt2,0.9392316,0.004183644056320185
22,unamb_pl_sg,pl,unamb,sg,Die Beratung in den Fabriken ist bekannt.,gpt2,0.76650095,0.016738188499584777
22,unamb_pl_pl,pl,unamb,pl,Die Beratung in den Fabriken sind bekannt.,gpt2,0.9116664,-0.06158873829990624
23,amb_sg_sg,sg,amb,sg,Die Überweisung auf das Konto ist bekannt.,gpt2,0.77156144,0.009278712607920153
23,amb_sg_pl,sg,amb,pl,Die Überweisung auf das Konto sind bekannt.,gpt2,0.98162615,-0.01805821353336795
23,amb_pl_sg,pl,amb,sg,Die Überweisung auf die Konten ist bekannt.,gpt2,0.80501395,0.05393160760286261
23,amb_pl_pl,pl,amb,pl,Die Überweisung auf die Konten sind bekannt.,gpt2,0.97499686,0.008832674066070467
23,unamb_sg_sg,sg,unamb,sg,Die Überweisung von dem Konto ist bekannt.,gpt2,0.8638929,0.01761056944960729
23,unamb_sg_pl,sg,unamb,pl,Die Überweisung von dem Konto sind bekannt.,gpt2,1.0665451,0.0026717955886852163
23,unamb_pl_sg,pl,unamb,sg,Die Überweisung von den Konten ist bekannt.,gpt2,0.90763074,0.05312922840530521
23,unamb_pl_pl,pl,unamb,pl,Die Überweisung von den Konten sind bekannt.,gpt2,1.0926995,0.015335710486397147
24,amb_sg_sg,sg,amb,sg,Die Übersetzung in die Fremdsprache ist bekannt.,gpt2,0.83057296,0.014122790447436279
24,amb_sg_pl,sg,amb,pl,Die Übersetzung in die Fremdsprache sind bekannt.,gpt2,1.0207682,-0.022553907148540026
24,amb_pl_sg,pl,amb,sg,Die Übersetzung in die Fremdsprachen ist bekannt.,gpt2,0.8250799,0.0006632149015786126
24,amb_pl_pl,pl,amb,pl,Die Übersetzung in die Fremdsprachen sind bekannt.,gpt2,0.9690236,-0.04433477300044614
24,unamb_sg_sg,sg,unamb,sg,Die Übersetzung aus der Fremdsprache ist bekannt.,gpt2,0.87868005,0.013857537158764893
24,unamb_sg_pl,sg,unamb,pl,Die Übersetzung aus der Fremdsprache sind bekannt.,gpt2,1.0403359,-0.02564371211919933
24,unamb_pl_sg,pl,unamb,sg,Die Übersetzung aus den Fremdsprachen ist bekannt.,gpt2,0.86319953,0.0021421742101665475
24,unamb_pl_pl,pl,unamb,pl,Die Übersetzung aus den Fremdsprachen sind bekannt.,gpt2,1.0117593,-0.05823200181475838
25,amb_sg_sg,sg,amb,sg,Die Stellungnahme gegen die Demonstration ist bekannt.,gpt2,0.8173436,0.05513208505290096
25,amb_sg_pl,sg,amb,pl,Die Stellungnahme gegen die Demonstration sind bekannt.,gpt2,0.9672971,0.022932645084802056
25,amb_pl_sg,pl,amb,sg,Die Stellungnahme gegen die Demonstrationen ist bekannt.,gpt2,0.819705,0.04800019156245977
25,amb_pl_pl,pl,amb,pl,Die Stellungnahme gegen die Demonstrationen sind bekannt.,gpt2,0.9565606,0.011712014177464869
25,unamb_sg_sg,sg,unamb,sg,Die Stellungnahme zu der Demonstration ist bekannt.,gpt2,0.84961444,0.026581974339205755
25,unamb_sg_pl,sg,unamb,pl,Die Stellungnahme zu der Demonstration sind bekannt.,gpt2,0.97924024,0.002755699114641158
25,unamb_pl_sg,pl,unamb,sg,Die Stellungnahme zu den Demonstrationen ist bekannt.,gpt2,0.8103204,0.015074326656758785
25,unamb_pl_pl,pl,unamb,pl,Die Stellungnahme zu den Demonstrationen sind bekannt.,gpt2,0.9417963,-0.021808827575296147
26,amb_sg_sg,sg,amb,sg,Die Unterhaltung über die Künstlerin ist bekannt.,gpt2,1.0396819,-0.001265869999770075
26,amb_sg_pl,sg,amb,pl,Die Unterhaltung über die Künstlerin sind bekannt.,gpt2,1.215578,-0.007363055925816292
26,amb_pl_sg,pl,amb,sg,Die Unterhaltung über die Künstlerinnen ist bekannt.,gpt2,0.9411853,-0.004064427048433572
26,amb_pl_pl,pl,amb,pl,Die Unterhaltung über die Künstlerinnen sind bekannt.,gpt2,1.1625582,-0.03244492720114067
26,unamb_sg_sg,sg,unamb,sg,Die Unterhaltung mit der Künstlerin ist bekannt.,gpt2,0.9553343,-0.011168032209388917
26,unamb_sg_pl,sg,unamb,pl,Die Unterhaltung mit der Künstlerin sind bekannt.,gpt2,1.1143541,-0.010785855143330997
26,unamb_pl_sg,pl,unamb,sg,Die Unterhaltung mit den Künstlerinnen ist bekannt.,gpt2,0.9058115,-0.024647095613181597
26,unamb_pl_pl,pl,unamb,pl,Die Unterhaltung mit den Künstlerinnen sind bekannt.,gpt2,1.1190839,-0.040732678142376244
27,amb_sg_sg,sg,amb,sg,Die Verhandlung über die Schule ist bekannt.,gpt2,0.8901521,0.05199935987766366
27,amb_sg_pl,sg,amb,pl,Die Verhandlung über die Schule sind bekannt.,gpt2,1.0451396,0.044799127633450536
27,amb_pl_sg,pl,amb,sg,Die Verhandlung über die Schulen ist bekannt.,gpt2,0.84299767,0.05013355134578887
27,amb_pl_pl,pl,amb,pl,Die Verhandlung über die Schulen sind bekannt.,gpt2,0.9963269,0.03950167566945312
27,unamb_sg_sg,sg,unamb,sg,Die Verhandlung mit der Schule ist bekannt.,gpt2,0.79941005,0.04551094303606079
27,unamb_sg_pl,sg,unamb,pl,Die Verhandlung mit der Schule sind bekannt.,gpt2,0.9270409,0.03852990851737559
27,unamb_pl_sg,pl,unamb,sg,Die Verhandlung mit den Schulen ist bekannt.,gpt2,0.77525616,0.038713583431672305
27,unamb_pl_pl,pl,unamb,pl,Die Verhandlung mit den Schulen sind bekannt.,gpt2,0.9059345,0.01843344541266559
28,amb_sg_sg,sg,amb,sg,Die Brücke über das Tal ist bekannt.,gpt2,1.1154616,0.022267454210668808
28,amb_sg_pl,sg,amb,pl,Die Brücke über das Tal sind bekannt.,gpt2,0.990095,0.08254218361689708
28,amb_pl_sg,pl,amb,sg,Die Brücke über die Täler ist bekannt.,gpt2,1.2124548,0.01823311485350132
28,amb_pl_pl,pl,amb,pl,Die Brücke über die Täler sind bekannt.,gpt2,1.1672227,0.050194994499906914
28,unamb_sg_sg,sg,unamb,sg,Die Brücke bei dem Tal ist bekannt.,gpt2,1.0957788,-0.03008257894543931
28,unamb_sg_pl,sg,unamb,pl,Die Brücke bei dem Tal sind bekannt.,gpt2,0.9838977,0.06159854823490604
28,unamb_pl_sg,pl,unamb,sg,Die Brücke bei den Tälern ist bekannt.,gpt2,1.1702147,0.028673085337504733
28,unamb_pl_pl,pl,unamb,pl,Die Brücke bei den Tälern sind bekannt.,gpt2,1.1648687,0.07045406040269883
29,amb_sg_sg,sg,amb,sg,Die Hilfsaktion für das Entwicklungsland ist bekannt.,gpt2,1.07934,0.07261081074830145
29,amb_sg_pl,sg,amb,pl,Die Hilfsaktion für das Entwicklungsland sind bekannt.,gpt2,1.2020847,0.06527478240896015
29,amb_pl_sg,pl,amb,sg,Die Hilfsaktion für die Entwicklungsländer ist bekannt.,gpt2,0.9362031,0.010354741488117714
29,amb_pl_pl,pl,amb,pl,Die Hilfsaktion für die Entwicklungsländer sind bekannt.,gpt2,1.0807046,-0.018038627144414926
29,unamb_sg_sg,sg,unamb,sg,Die Hilfsaktion in dem Entwicklungsland ist bekannt.,gpt2,0.96690416,0.0569553078152239
29,unamb_sg_pl,sg,unamb,pl,Die Hilfsaktion in dem Entwicklungsland sind bekannt.,gpt2,1.0666114,0.042362866317853326
29,unamb_pl_sg,pl,unamb,sg,Die Hilfsaktion in den Entwicklungsländern ist bekannt.,gpt2,0.8790107,0.02441809356678276
29,unamb_pl_pl,pl,unamb,pl,Die Hilfsaktion in den Entwicklungsländern sind bekannt.,gpt2,1.0685513,-0.009402103745378532
30,amb_sg_sg,sg,amb,sg,Die Fernsehübertragung in das Nachbarland ist bekannt.,gpt2,0.9325532,0.0867405131692067
30,amb_sg_pl,sg,amb,pl,Die Fernsehübertragung in das Nachbarland sind bekannt.,gpt2,1.1419237,0.045273714372888185
30,amb_pl_sg,pl,amb,sg,Die Fernsehübertragung in die Nachbarländer ist bekannt.,gpt2,0.94520026,0.03857290291343818
30,amb_pl_pl,pl,amb,pl,Die Fernsehübertragung in die Nachbarländer sind bekannt.,gpt2,1.1657041,-0.02104469628538938
30,unamb_sg_sg,sg,unamb,sg,Die Fernsehübertragung aus dem Nachbarland ist bekannt.,gpt2,0.9187477,0.11134945693775078
30,unamb_sg_pl,sg,unamb,pl,Die Fernsehübertragung aus dem Nachbarland sind bekannt.,gpt2,1.1256377,0.060421669296920305
30,unamb_pl_sg,pl,unamb,sg,Die Fernsehübertragung aus den Nachbarländern ist bekannt.,gpt2,0.947719,0.07435000002151354
30,unamb_pl_pl,pl,unamb,pl,Die Fernsehübertragung aus den Nachbarländern sind bekannt.,gpt2,1.1785612,0.026346090203151096
31,amb_sg_sg,sg,amb,sg,Die Fahrt durch die Schlucht ist bekannt.,gpt2,0.8123258,0.025855574244633334
31,amb_sg_pl,sg,amb,pl,Die Fahrt durch die Schlucht sind bekannt.,gpt2,0.9310457,-0.011680930550210161
31,amb_pl_sg,pl,amb,sg,Die Fahrt durch die Schluchten ist bekannt.,gpt2,0.7929621,-0.001207587626413431
31,amb_pl_pl,pl,amb,pl,Die Fahrt durch die Schluchten sind bekannt.,gpt2,0.93232405,-0.07716554364887998
31,unamb_sg_sg,sg,unamb,sg,Die Fahrt zu der Schlucht ist bekannt.,gpt2,0.7949437,0.009229931433219457
31,unamb_sg_pl,sg,unamb,pl,Die Fahrt zu der Schlucht sind bekannt.,gpt2,0.8920536,-0.009683664853218948
31,unamb_pl_sg,pl,unamb,sg,Die Fahrt zu den Schluchten ist bekannt.,gpt2,0.72235405,-0.026386780114262348
31,unamb_pl_pl,pl,unamb,pl,Die Fahrt zu den Schluchten sind bekannt.,gpt2,0.87081015,-0.07849524053162896
32,amb_sg_sg,sg,amb,sg,Die Diskussion über die Beamtin ist bekannt.,gpt2,1.0947634,0.05648328152601606
32,amb_sg_pl,sg,amb,pl,Die Diskussion über die Beamtin sind bekannt.,gpt2,1.2037821,0.047089918202254916
32,amb_pl_sg,pl,amb,sg,Die Diskussion über die Beamtinnen ist bekannt.,gpt2,0.95867574,0.02065396379912271
32,amb_pl_pl,pl,amb,pl,Die Diskussion über die Beamtinnen sind bekannt.,gpt2,1.1319318,0.011490116309141735
32,unamb_sg_sg,sg,unamb,sg,Die Diskussion mit der Beamtin ist bekannt.,gpt2,0.9844834,0.002592407248448586
32,unamb_sg_pl,sg,unamb,pl,Die Diskussion mit der Beamtin sind bekannt.,gpt2,1.0843825,-0.010303411947097635
32,unamb_pl_sg,pl,unamb,sg,Die Diskussion mit den Beamtinnen ist bekannt.,gpt2,0.8648698,-0.0123161729890853
32,unamb_pl_pl,pl,unamb,pl,Die Diskussion mit den Beamtinnen sind bekannt.,gpt2,1.0214466,-0.027817159658297896
33,amb_sg_sg,sg,amb,sg,Die Auseinandersetzung über das Kind ist bekannt.,gpt2,0.88371766,0.014116333796118846
33,amb_sg_pl,sg,amb,pl,Die Auseinandersetzung über das Kind sind bekannt.,gpt2,0.9809554,-0.003490603152022237
33,amb_pl_sg,pl,amb,sg,Die Auseinandersetzung über die Kinder ist bekannt.,gpt2,0.83138454,0.0287327124919102
33,amb_pl_pl,pl,amb,pl,Die Auseinandersetzung über die Kinder sind bekannt.,gpt2,0.95163393,-0.0016531953486264572
33,unamb_sg_sg,sg,unamb,sg,Die Auseinandersetzung mit dem Kind ist bekannt.,gpt2,0.776051,-0.027293860033387296
33,unamb_sg_pl,sg,unamb,pl,Die Auseinandersetzung mit dem Kind sind bekannt.,gpt2,0.88092643,-0.05886225836584344
33,unamb_pl_sg,pl,unamb,sg,Die Auseinandersetzung mit den Kindern ist bekannt.,gpt2,0.7195271,-0.01046005344833248
33,unamb_pl_pl,pl,unamb,pl,Die Auseinandersetzung mit den Kindern sind bekannt.,gpt2,0.8452737,-0.03811331188771874
34,amb_sg_sg,sg,amb,sg,Die Veröffentlichung über die Zeitschrift ist bekannt.,gpt2,0.9796376,0.09201608060684521
34,amb_sg_pl,sg,amb,pl,Die Veröffentlichung über die Zeitschrift sind bekannt.,gpt2,1.18062,0.06594726843759419
34,amb_pl_sg,pl,amb,sg,Die Veröffentlichung über die Zeitschriften ist bekannt.,gpt2,0.9429172,0.11236738486331885
34,amb_pl_pl,pl,amb,pl,Die Veröffentlichung über die Zeitschriften sind bekannt.,gpt2,1.1874648,0.08727367699320893
34,unamb_sg_sg,sg,unamb,sg,Die Veröffentlichung in der Zeitschrift ist bekannt.,gpt2,0.8771881,0.08434232817962764
34,unamb_sg_pl,sg,unamb,pl,Die Veröffentlichung in der Zeitschrift sind bekannt.,gpt2,1.0804412,0.06333867480861952
34,unamb_pl_sg,pl,unamb,sg,Die Veröffentlichung in den Zeitschriften ist bekannt.,gpt2,0.85320395,0.11105761022772642
34,unamb_pl_pl,pl,unamb,pl,Die Veröffentlichung in den Zeitschriften sind bekannt.,gpt2,1.1082075,0.08360439242096618
35,amb_sg_sg,sg,amb,sg,Die Berichterstattung über die Bundestagsdebatte ist bekannt.,gpt2,0.84445417,-0.014576551865320642
35,amb_sg_pl,sg,amb,pl,Die Berichterstattung über die Bundestagsdebatte sind bekannt.,gpt2,0.95454246,-0.01804716881597415
35,amb_pl_sg,pl,amb,sg,Die Berichterstattung über die Bundestagsdebatten ist bekannt.,gpt2,0.86870956,0.027977613505208887
35,amb_pl_pl,pl,amb,pl,Die Berichterstattung über die Bundestagsdebatten sind bekannt.,gpt2,1.0389715,0.016658624314004555
35,unamb_sg_sg,sg,unamb,sg,Die Berichterstattung von der Bundestagsdebatte ist bekannt.,gpt2,0.8550116,-0.010095725415158102
35,unamb_sg_pl,sg,unamb,pl,Die Berichterstattung von der Bundestagsdebatte sind bekannt.,gpt2,0.9767311,-0.022470742784207687
35,unamb_pl_sg,pl,unamb,sg,Die Berichterstattung von den Bundestagsdebatten ist bekannt.,gpt2,0.923042,0.024435080855619157
35,unamb_pl_pl,pl,unamb,pl,Die Berichterstattung von den Bundestagsdebatten sind bekannt.,gpt2,1.0742419,-0.0034686486003920602
36,amb_sg_sg,sg,amb,sg,Die Postkarte für die Mutter ist bekannt.,gpt2,1.0126084,0.03924526450427948
36,amb_sg_pl,sg,amb,pl,Die Postkarte für die Mutter sind bekannt.,gpt2,1.161355,0.021087726551922953
36,amb_pl_sg,pl,amb,sg,Die Postkarte für die Mütter ist bekannt.,gpt2,1.0691066,0.033549336947908154
36,amb_pl_pl,pl,amb,pl,Die Postkarte für die Mütter sind bekannt.,gpt2,1.2164395,-0.02052994472032879
36,unamb_sg_sg,sg,unamb,sg,Die Postkarte von der Mutter ist bekannt.,gpt2,0.9428674,0.056735605059657246
36,unamb_sg_pl,sg,unamb,pl,Die Postkarte von der Mutter sind bekannt.,gpt2,1.1454452,0.03393344299111051
36,unamb_pl_sg,pl,unamb,sg,Die Postkarte von den Müttern ist bekannt.,gpt2,0.9886977,0.03276615284848958
36,unamb_pl_pl,pl,unamb,pl,Die Postkarte von den Müttern sind bekannt.,gpt2,1.1882449,0.0012108383001759593
37,amb_sg_sg,sg,amb,sg,Die Kritik über die Aufführung ist bekannt.,gpt2,1.023264,0.01959550643805416
37,amb_sg_pl,sg,amb,pl,Die Kritik über die Aufführung sind bekannt.,gpt2,1.0802245,0.02414330285973848
37,amb_pl_sg,pl,amb,sg,Die Kritik über die Aufführungen ist bekannt.,gpt2,0.94293785,-0.002900438202777883
37,amb_pl_pl,pl,amb,pl,Die Kritik über die Aufführungen sind bekannt.,gpt2,1.0710032,-0.01447623361018488
37,unamb_sg_sg,sg,unamb,sg,Die Kritik an der Aufführung ist bekannt.,gpt2,0.84564334,0.008108578575775044
37,unamb_sg_pl,sg,unamb,pl,Die Kritik an der Aufführung sind bekannt.,gpt2,0.9166212,0.01667910604737699
37,unamb_pl_sg,pl,unamb,sg,Die Kritik an den Aufführungen ist bekannt.,gpt2,0.81085014,0.0044663031469099335
37,unamb_pl_pl,pl,unamb,pl,Die Kritik an den Aufführungen sind bekannt.,gpt2,0.93722546,-0.0010660568135790471
