lg,item,syn,sentence,condition,headn,attn,verbn,model_type,attention_entropy,attention_diff
turkish,29,0,komedyenlerin yardımcısı poyrazdan dolayı üşüdü,condition_b,sg,pl,sg,gpt2,1.4978691,-0.09587634546272385
turkish,29,0,komedyenin yardımcısı poyrazdan dolayı üşüdüler,condition_c,sg,sg,pl,gpt2,1.4389931,-0.030887750059510305
turkish,29,0,komedyenin yardımcısı poyrazdan dolayı üşüdü,condition_d,sg,sg,sg,gpt2,1.429027,-0.03004968375433617
turkish,30,0,şoförlerin yolcusu yemekten sonra yine acıktılar,condition_a,sg,pl,pl,gpt2,1.4548266,-0.17099614830134444
turkish,30,0,şoförlerin yolcusu yemekten sonra yine acıktı,condition_b,sg,pl,sg,gpt2,1.4548266,-0.17099614830134444
turkish,30,0,şoförün yolcusu yemekten sonra yine acıktılar,condition_c,sg,sg,pl,gpt2,1.4303834,-0.11017243973857377
turkish,30,0,şoförün yolcusu yemekten sonra yine acıktı,condition_d,sg,sg,sg,gpt2,1.4303834,-0.11017243973857377
turkish,31,0,mühendislerin kapıcısı erken ödemeden dolayı sevindiler,condition_a,sg,pl,pl,gpt2,1.2849705,-0.11887113392663193
turkish,31,0,mühendislerin kapıcısı erken ödemeden dolayı sevindi,condition_b,sg,pl,sg,gpt2,1.2849705,-0.11887113392663193
turkish,31,0,mühendisin kapıcısı erken ödemeden dolayı sevindiler,condition_c,sg,sg,pl,gpt2,1.319186,-0.040314590048228655
turkish,31,0,mühendisin kapıcısı erken ödemeden dolayı sevindi,condition_d,sg,sg,sg,gpt2,1.319186,-0.040314590048228655
turkish,32,0,pazarcıların nakliyecisi mesaiden hemen sonra uzandılar,condition_a,sg,pl,pl,gpt2,1.3622034,0.09910600693820015
turkish,32,0,pazarcıların nakliyecisi mesaiden hemen sonra uzandı,condition_b,sg,pl,sg,gpt2,1.3622034,0.09910600693820015
turkish,32,0,pazarcının nakliyecisi mesaiden hemen sonra uzandılar,condition_c,sg,sg,pl,gpt2,1.3522122,0.11607544968301228
turkish,32,0,pazarcının nakliyecisi mesaiden hemen sonra uzandı,condition_d,sg,sg,sg,gpt2,1.3522122,0.11607544968301228
turkish,33,0,oyuncuların eğitimcisi ilk denemede epey zorlandılar,condition_a,sg,pl,pl,gpt2,1.4853475,0.06661113766713242
turkish,33,0,oyuncuların eğitimcisi ilk denemede epey zorlandı,condition_b,sg,pl,sg,gpt2,1.4853475,0.06661113766713242
turkish,33,0,oyuncunun eğitimcisi ilk denemede epey zorlandılar,condition_c,sg,sg,pl,gpt2,1.414499,0.11401266245229635
turkish,33,0,oyuncunun eğitimcisi ilk denemede epey zorlandı,condition_d,sg,sg,sg,gpt2,1.414499,0.11401266245229635
turkish,34,0,mankenlerin modacısı geç bir vakitte kalktılar,condition_a,sg,pl,pl,gpt2,1.3791788,-0.022413340493294187
turkish,34,0,mankenlerin modacısı geç bir vakitte kalktı,condition_b,sg,pl,sg,gpt2,1.3791788,-0.022413340493294187
turkish,34,0,mankenin modacısı geç bir vakitte kalktılar,condition_c,sg,sg,pl,gpt2,1.299464,0.008506731486886104
turkish,34,0,mankenin modacısı geç bir vakitte kalktı,condition_d,sg,sg,sg,gpt2,1.299464,0.008506731486886104
turkish,35,0,konukların teyzesi müthiş bir ağrıyla uyandılar,condition_a,sg,pl,pl,gpt2,1.1850054,0.1290706286390389
turkish,35,0,konukların teyzesi müthiş bir ağrıyla uyandı,condition_b,sg,pl,sg,gpt2,1.1850054,0.1290706286390389
turkish,35,0,konuğun teyzesi müthiş bir ağrıyla uyandılar,condition_c,sg,sg,pl,gpt2,1.1517256,0.12297740844506494
turkish,35,0,konuğun teyzesi müthiş bir ağrıyla uyandı,condition_d,sg,sg,sg,gpt2,1.1517256,0.12297740844506494
turkish,36,0,oğlanların amcası boş bir caddede yürüdüler,condition_a,sg,pl,pl,gpt2,0.9848173,0.061785469099158885
turkish,36,0,oğlanların amcası boş bir caddede yürüdü,condition_b,sg,pl,sg,gpt2,0.9848174,0.06178541470811322
turkish,36,0,oğlanın amcası boş bir caddede yürüdüler,condition_c,sg,sg,pl,gpt2,0.9585649,0.124295091854143
turkish,36,0,oğlanın amcası boş bir caddede yürüdü,condition_d,sg,sg,sg,gpt2,0.9585649,0.12429504657339172
turkish,37,0,avukatların komşusu toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl,gpt2,1.4471552,-0.20290745777456323
turkish,37,0,avukatların komşusu toplantıdan sonra birden sarardı,condition_b,sg,pl,sg,gpt2,1.4471552,-0.20290745777456323
turkish,37,0,avukatın komşusu toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl,gpt2,1.442792,-0.19258642403983683
turkish,37,0,avukatın komşusu toplantıdan sonra birden sarardı,condition_d,sg,sg,sg,gpt2,1.442792,-0.19258642403983683
turkish,38,0,ünlülerin falcısı yabancı bir ülkede kayboldular,condition_a,sg,pl,pl,gpt2,1.3749167,0.08051644721664175
turkish,38,0,ünlülerin falcısı yabancı bir ülkede kayboldu,condition_b,sg,pl,sg,gpt2,1.3749167,0.08051644721664175
turkish,38,0,ünlünün falcısı yabancı bir ülkede kayboldular,condition_c,sg,sg,pl,gpt2,1.2948488,0.10591974455731948
turkish,38,0,ünlünün falcısı yabancı bir ülkede kayboldu,condition_d,sg,sg,sg,gpt2,1.2948489,0.10591975909179252
turkish,39,0,çiftçilerin bekçisi normalden çok yavaş gezindiler,condition_a,sg,pl,pl,gpt2,1.4969265,0.0010325328276166723
turkish,39,0,çiftçilerin bekçisi normalden çok yavaş gezindi,condition_b,sg,pl,sg,gpt2,1.4969265,0.0010325328276166723
turkish,39,0,çiftçinin bekçisi normalden çok yavaş gezindiler,condition_c,sg,sg,pl,gpt2,1.4917904,0.059340672891471546
turkish,39,0,çiftçinin bekçisi normalden çok yavaş gezindi,condition_d,sg,sg,sg,gpt2,1.4917904,0.059340672891471546
turkish,40,0,kadınların ninesi geçen seneye göre dinçleştiler,condition_a,sg,pl,pl,gpt2,1.2515756,-0.0030957630820921678
turkish,40,0,kadınların ninesi geçen seneye göre dinçleşti,condition_b,sg,pl,sg,gpt2,1.2515756,-0.0030957630820921678
turkish,40,0,kadının ninesi geçen seneye göre dinçleştiler,condition_c,sg,sg,pl,gpt2,1.2548943,0.028758660245512158
turkish,40,0,kadının ninesi geçen seneye göre dinçleşti,condition_d,sg,sg,sg,gpt2,1.2548943,0.028758660245512158
turkish,1,1,Şarkıcıların vokalisti sahnede sürekli zıpladılar,condition_a,sg,pl,pl,gpt2,1.4709651,-0.05095083023455249
turkish,1,1,Şarkıcıların vokalisti sahnede sürekli zıpladı,condition_b,sg,pl,sg,gpt2,1.4011309,-0.07140587710279267
turkish,1,1,Şarkıcının vokalisti sahnede sürekli zıpladılar,condition_c,sg,sg,pl,gpt2,1.4728973,0.00422884547583538
turkish,1,1,Şarkıcının vokalisti sahnede sürekli zıpladı,condition_d,sg,sg,sg,gpt2,1.4290068,0.015986753590270047
turkish,2,1,Öğrencilerin danışmanı sınıfta birden bayıldılar,condition_a,sg,pl,pl,gpt2,1.2165678,-0.08101551359023262
turkish,2,1,Öğrencilerin danışmanı sınıfta birden bayıldı,condition_b,sg,pl,sg,gpt2,1.1657398,-0.09771515351570664
turkish,2,1,Öğrencinin danışmanı sınıfta birden bayıldılar,condition_c,sg,sg,pl,gpt2,1.3321917,-0.08013750599079211
turkish,2,1,Öğrencinin danışmanı sınıfta birden bayıldı,condition_d,sg,sg,sg,gpt2,1.299495,-0.08578349332041435
turkish,3,1,Ressamların rakibi atölyeden hızla uzaklaştılar,condition_a,sg,pl,pl,gpt2,1.4606938,-0.12417026766950487
turkish,3,1,Ressamların rakibi atölyeden hızla uzaklaştı,condition_b,sg,pl,sg,gpt2,1.528448,-0.0989203474837268
turkish,3,1,Ressamın rakibi atölyeden hızla uzaklaştılar,condition_c,sg,sg,pl,gpt2,1.4483337,-0.12416389060510513
turkish,3,1,Ressamın rakibi atölyeden hızla uzaklaştı,condition_d,sg,sg,sg,gpt2,1.5026356,-0.09079329397591213
turkish,4,1,Subayların düşmanı aniden küstahça güldülar,condition_a,sg,pl,pl,gpt2,1.4615824,-0.13012278623380455
turkish,4,1,Subayların düşmanı aniden küstahça güldü,condition_b,sg,pl,sg,gpt2,1.5009046,-0.09407745209157889
turkish,4,1,Subayın düşmanı aniden küstahça güldülar,condition_c,sg,sg,pl,gpt2,1.3892194,-0.08759504608449917
turkish,4,1,Subayın düşmanı aniden küstahça güldü,condition_d,sg,sg,sg,gpt2,1.4438419,-0.004832294004361831
turkish,5,1,Müzisyenlerin hayranı sabaha kadar ağladılar,condition_a,sg,pl,pl,gpt2,1.4189732,-0.174947405266499
turkish,5,1,Müzisyenlerin hayranı sabaha kadar ağladı,condition_b,sg,pl,sg,gpt2,1.368296,-0.19862196372034246
turkish,5,1,Müzisyenin hayranı sabaha kadar ağladılar,condition_c,sg,sg,pl,gpt2,1.4138372,-0.12680806271185502
turkish,5,1,Müzisyenin hayranı sabaha kadar ağladı,condition_d,sg,sg,sg,gpt2,1.3822951,-0.12693698221531077
turkish,6,1,Borsacıların çalışanı arada sırada sıkıldılar,condition_a,sg,pl,pl,gpt2,1.3399597,-0.13056230942846206
turkish,6,1,Borsacıların çalışanı arada sırada sıkıldı,condition_b,sg,pl,sg,gpt2,1.3178327,-0.10333328765537206
turkish,6,1,Borsacının çalışanı arada sırada sıkıldılar,condition_c,sg,sg,pl,gpt2,1.324558,-0.11420067279105692
turkish,6,1,Borsacının çalışanı arada sırada sıkıldı,condition_d,sg,sg,sg,gpt2,1.2980574,-0.08281943915584566
turkish,7,1,Profesörlerin sekreteri günden güne zayıfladılar,condition_a,sg,pl,pl,gpt2,1.3991114,0.018501520869666
turkish,7,1,Profesörlerin sekreteri günden güne zayıfladı,condition_b,sg,pl,sg,gpt2,1.3236477,0.021819298100262174
turkish,7,1,Profesörün sekreteri günden güne zayıfladılar,condition_c,sg,sg,pl,gpt2,1.4184768,0.013347110082329666
turkish,7,1,Profesörün sekreteri günden güne zayıfladı,condition_d,sg,sg,sg,gpt2,1.3489095,0.02382758859249884
turkish,8,1,Veterinerlerin asistanı geceden önce uyudular,condition_a,sg,pl,pl,gpt2,1.3793069,-0.03427041922694418
turkish,8,1,Veterinerlerin asistanı geceden önce uyudu,condition_b,sg,pl,sg,gpt2,1.3804532,-0.007252047264835443
turkish,8,1,Veterinerin asistanı geceden önce uyudular,condition_c,sg,sg,pl,gpt2,1.362692,-0.030688648404567392
turkish,8,1,Veterinerin asistanı geceden önce uyudu,condition_d,sg,sg,sg,gpt2,1.3642979,-0.00823941804896336
turkish,9,1,Yönetmenlerin masörü yorgun argın yattılar,condition_a,sg,pl,pl,gpt2,1.5162019,-0.009297562543604976
turkish,9,1,Yönetmenlerin masörü yorgun argın yattı,condition_b,sg,pl,sg,gpt2,1.4313227,-0.013826038961528314
turkish,9,1,Yönetmenin masörü yorgun argın yattılar,condition_c,sg,sg,pl,gpt2,1.5056958,-0.008248038153381654
turkish,9,1,Yönetmenin masörü yorgun argın yattı,condition_d,sg,sg,sg,gpt2,1.4305925,0.008616857680533496
turkish,10,1,Teknisyenlerin eğitmeni olağanüstü hızlı koştular,condition_a,sg,pl,pl,gpt2,1.4469147,-0.06800492647852946
turkish,10,1,Teknisyenlerin eğitmeni olağanüstü hızlı koştu,condition_b,sg,pl,sg,gpt2,1.5235806,-0.07031790469347923
turkish,10,1,Teknisyenin eğitmeni olağanüstü hızlı koştular,condition_c,sg,sg,pl,gpt2,1.4427321,-0.03196104648045345
turkish,10,1,Teknisyenin eğitmeni olağanüstü hızlı koştu,condition_d,sg,sg,sg,gpt2,1.4782585,0.03382717077665909
turkish,11,1,Turistlerin rehberi aç susuz dolaştılar,condition_a,sg,pl,pl,gpt2,1.3294518,-0.0898312955702952
turkish,11,1,Turistlerin rehberi aç susuz dolaştı,condition_b,sg,pl,sg,gpt2,1.2858112,-0.09857345973580192
turkish,11,1,Turistin rehberi aç susuz dolaştılar,condition_c,sg,sg,pl,gpt2,1.3737736,-0.13015524050575591
turkish,11,1,Turistin rehberi aç susuz dolaştı,condition_d,sg,sg,sg,gpt2,1.3372961,-0.1342345203302267
turkish,12,1,Zanlıların şahidi adliyeden çabucak çıktılar,condition_a,sg,pl,pl,gpt2,1.546205,-0.1458962964360964
turkish,12,1,Zanlıların şahidi adliyeden çabucak çıktı,condition_b,sg,pl,sg,gpt2,1.4892292,-0.10870673679876414
turkish,12,1,Zanlının şahidi adliyeden çabucak çıktılar,condition_c,sg,sg,pl,gpt2,1.5379753,-0.0791785950824539
turkish,12,1,Zanlının şahidi adliyeden çabucak çıktı,condition_d,sg,sg,sg,gpt2,1.4878103,-0.03320244321655605
turkish,13,1,Bursiyerlerin kefili nedensiz yere kızdılar,condition_a,sg,pl,pl,gpt2,1.545121,-0.11952548785283768
turkish,13,1,Bursiyerlerin kefili nedensiz yere kızdı,condition_b,sg,pl,sg,gpt2,1.5164962,-0.12167496507139916
turkish,13,1,Bursiyerin kefili nedensiz yere kızdılar,condition_c,sg,sg,pl,gpt2,1.5666167,-0.06926317248132716
turkish,13,1,Bursiyerin kefili nedensiz yere kızdı,condition_d,sg,sg,sg,gpt2,1.534263,-0.0674306157080374
turkish,14,1,Futbolcuların kaptanı etrafta amaçsızca gezdilar,condition_a,sg,pl,pl,gpt2,1.3353002,-0.03952945292229093
turkish,14,1,Futbolcuların kaptanı etrafta amaçsızca gezdi,condition_b,sg,pl,sg,gpt2,1.3114467,-0.08034832437524039
turkish,14,1,Futbolcunun kaptanı etrafta amaçsızca gezdilar,condition_c,sg,sg,pl,gpt2,1.3496377,-0.0185184967029067
turkish,14,1,Futbolcunun kaptanı etrafta amaçsızca gezdi,condition_d,sg,sg,sg,gpt2,1.3012493,-0.004923578768042641
turkish,15,1,Yazarların editörü biraz önce aradılar,condition_a,sg,pl,pl,gpt2,1.3365368,-0.08480015743225522
turkish,15,1,Yazarların editörü biraz önce aradı,condition_b,sg,pl,sg,gpt2,1.4342513,-0.08018131365533918
turkish,15,1,Yazarın editörü biraz önce aradılar,condition_c,sg,sg,pl,gpt2,1.33053,-0.0673656913005658
turkish,15,1,Yazarın editörü biraz önce aradı,condition_d,sg,sg,sg,gpt2,1.4225013,-0.05129082216881217
turkish,16,1,Askerlerin berberi tamamen gereksizce bağırdılar,condition_a,sg,pl,pl,gpt2,1.4698514,-0.1106586725758362
turkish,16,1,Askerlerin berberi tamamen gereksizce bağırdı,condition_b,sg,pl,sg,gpt2,1.3319252,-0.19225403823439607
turkish,16,1,Askerin berberi tamamen gereksizce bağırdılar,condition_c,sg,sg,pl,gpt2,1.465569,-0.08381202756959852
turkish,16,1,Askerin berberi tamamen gereksizce bağırdı,condition_d,sg,sg,sg,gpt2,1.3281491,-0.1376758376515568
turkish,17,1,Yarışmacıların koçu çok kibar davrandılar,condition_a,sg,pl,pl,gpt2,1.3175092,-0.14826929007302775
turkish,17,1,Yarışmacıların koçu çok kibar davrandı,condition_b,sg,pl,sg,gpt2,1.2574599,-0.18854714104828038
turkish,17,1,Yarışmacının koçu çok kibar davrandılar,condition_c,sg,sg,pl,gpt2,1.3827587,-0.06354557736106797
turkish,17,1,Yarışmacının koçu çok kibar davrandı,condition_d,sg,sg,sg,gpt2,1.3317215,-0.08403050496969264
turkish,18,1,Sporcuların antrenörü yüksek sesle konuştular,condition_a,sg,pl,pl,gpt2,1.1844314,-0.023996029310285383
turkish,18,1,Sporcuların antrenörü yüksek sesle konuştu,condition_b,sg,pl,sg,gpt2,1.1505016,0.04772837642558442
turkish,18,1,Sporcunun antrenörü yüksek sesle konuştular,condition_c,sg,sg,pl,gpt2,1.1737325,-0.02260809710041939
turkish,18,1,Sporcunun antrenörü yüksek sesle konuştu,condition_d,sg,sg,sg,gpt2,1.1401018,0.0637781703397195
turkish,19,1,Berberlerin çırağı çok yavaş çalıştılar,condition_a,sg,pl,pl,gpt2,1.5057465,0.04280332055586766
turkish,19,1,Berberlerin çırağı çok yavaş çalıştı,condition_b,sg,pl,sg,gpt2,1.4544386,0.016735319742227972
turkish,19,1,Berberin çırağı çok yavaş çalıştılar,condition_c,sg,sg,pl,gpt2,1.49618,0.1272952719718887
turkish,19,1,Berberin çırağı çok yavaş çalıştı,condition_d,sg,sg,sg,gpt2,1.4655007,0.11936077789711133
turkish,20,1,Muhabirlerin patronu saatlerce durmaksızın içtilar,condition_a,sg,pl,pl,gpt2,1.3555413,-0.010055789376437557
turkish,20,1,Muhabirlerin patronu saatlerce durmaksızın içti,condition_b,sg,pl,sg,gpt2,1.392369,-0.030517818980459355
turkish,20,1,Muhabirin patronu saatlerce durmaksızın içtilar,condition_c,sg,sg,pl,gpt2,1.2730192,0.027102979641012048
turkish,20,1,Muhabirin patronu saatlerce durmaksızın içti,condition_d,sg,sg,sg,gpt2,1.279609,0.01564865418673303
turkish,21,1,Oyuncuların dublörü feci bir şekilde öldülar,condition_a,sg,pl,pl,gpt2,1.2616822,0.1576265758249065
turkish,21,1,Oyuncuların dublörü feci bir şekilde öldü,condition_b,sg,pl,sg,gpt2,1.2616822,0.1576265758249065
turkish,21,1,Oyuncunun dublörü feci bir şekilde öldülar,condition_c,sg,sg,pl,gpt2,1.2762983,0.20057262803984482
turkish,21,1,Oyuncunun dublörü feci bir şekilde öldü,condition_d,sg,sg,sg,gpt2,1.2762983,0.20057262803984482
turkish,22,1,Sunucuların kuaförü ilk kez çılgınca eğlendilar,condition_a,sg,pl,pl,gpt2,1.6041586,0.12135925171896816
turkish,22,1,Sunucuların kuaförü ilk kez çılgınca eğlendi,condition_b,sg,pl,sg,gpt2,1.6041586,0.12135925171896816
turkish,22,1,Sunucunun kuaförü ilk kez çılgınca eğlendilar,condition_c,sg,sg,pl,gpt2,1.566585,0.24756199046969413
turkish,22,1,Sunucunun kuaförü ilk kez çılgınca eğlendi,condition_d,sg,sg,sg,gpt2,1.566585,0.24756199046969413
turkish,23,1,Garsonların şefi şikayetten hemen sonra sustular,condition_a,sg,pl,pl,gpt2,1.3411273,-0.0594344569638906
turkish,23,1,Garsonların şefi şikayetten hemen sonra sustu,condition_b,sg,pl,sg,gpt2,1.3411273,-0.0594344569638906
turkish,23,1,Garsonun şefi şikayetten hemen sonra sustular,condition_c,sg,sg,pl,gpt2,1.3154504,0.0020647118181699176
turkish,23,1,Garsonun şefi şikayetten hemen sonra sustu,condition_d,sg,sg,sg,gpt2,1.3154504,0.0020647118181699176
turkish,24,1,Noterlerin şoförü her zamanki gibi geciktilar,condition_a,sg,pl,pl,gpt2,1.0195513,0.1196204481393579
turkish,24,1,Noterlerin şoförü her zamanki gibi gecikti,condition_b,sg,pl,sg,gpt2,1.0195513,0.1196204481393579
turkish,24,1,Noterin şoförü her zamanki gibi geciktilar,condition_c,sg,sg,pl,gpt2,0.9957129,0.10726432009126938
turkish,24,1,Noterin şoförü her zamanki gibi gecikti,condition_d,sg,sg,sg,gpt2,0.9957129,0.10726432009126938
turkish,25,1,Tenisçilerin terapisti akşama kadar sessizce oturdular,condition_a,sg,pl,pl,gpt2,1.3712838,0.20217285746257402
turkish,25,1,Tenisçilerin terapisti akşama kadar sessizce oturdu,condition_b,sg,pl,sg,gpt2,1.3712838,0.20217285746257402
turkish,25,1,Tenisçinin terapisti akşama kadar sessizce oturdular,condition_c,sg,sg,pl,gpt2,1.2835236,0.2566863928471321
turkish,25,1,Tenisçinin terapisti akşama kadar sessizce oturdu,condition_d,sg,sg,sg,gpt2,1.2835236,0.2566863928471321
turkish,26,1,Mankenlerin menajeri akşamki gösteriden önce kaçtılar,condition_a,sg,pl,pl,gpt2,1.3125181,0.1776310287853221
turkish,26,1,Mankenlerin menajeri akşamki gösteriden önce kaçtı,condition_b,sg,pl,sg,gpt2,1.3125181,0.1776310287853221
turkish,26,1,Mankenin menajeri akşamki gösteriden önce kaçtılar,condition_c,sg,sg,pl,gpt2,1.2648594,0.186498900947506
turkish,26,1,Mankenin menajeri akşamki gösteriden önce kaçtı,condition_d,sg,sg,sg,gpt2,1.2648594,0.186498900947506
turkish,27,1,Hastaların cerrahı bile bile geç kaldılar,condition_a,sg,pl,pl,gpt2,1.5976688,0.10237917902413754
turkish,27,1,Hastaların cerrahı bile bile geç kaldı,condition_b,sg,pl,sg,gpt2,1.5976688,0.10237917902413754
turkish,27,1,Hastanın cerrahı bile bile geç kaldılar,condition_c,sg,sg,pl,gpt2,1.5928439,0.1400424795137951
turkish,27,1,Hastanın cerrahı bile bile geç kaldı,condition_d,sg,sg,sg,gpt2,1.5928439,0.1400424795137951
turkish,28,1,Mimarların elemanı beklenmedik bir anda hastalandılar,condition_a,sg,pl,pl,gpt2,1.1456388,-0.008274163922231959
turkish,28,1,Mimarların elemanı beklenmedik bir anda hastalandı,condition_b,sg,pl,sg,gpt2,1.1456388,-0.008274163922231959
turkish,28,1,Mimarın elemanı beklenmedik bir anda hastalandılar,condition_c,sg,sg,pl,gpt2,1.1619533,-0.0508494156967913
turkish,28,1,Mimarın elemanı beklenmedik bir anda hastalandı,condition_d,sg,sg,sg,gpt2,1.1619533,-0.0508494156967913
turkish,29,1,İzcilerin lideri sert rüzgardan dolayı üşüdülar,condition_a,sg,pl,pl,gpt2,1.2790486,0.045405395736815984
turkish,29,1,İzcilerin lideri sert rüzgardan dolayı üşüdü,condition_b,sg,pl,sg,gpt2,1.2790486,0.045405395736815984
turkish,29,1,İzcinin lideri sert rüzgardan dolayı üşüdülar,condition_c,sg,sg,pl,gpt2,1.2955416,0.053830696206568995
turkish,29,1,İzcinin lideri sert rüzgardan dolayı üşüdü,condition_d,sg,sg,sg,gpt2,1.2955416,0.053830696206568995
turkish,30,1,Diplomatların misafiri yemekten sonra yine acıktılar,condition_a,sg,pl,pl,gpt2,1.3292698,-0.11364892426945516
turkish,30,1,Diplomatların misafiri yemekten sonra yine acıktı,condition_b,sg,pl,sg,gpt2,1.3292698,-0.11364892426945516
turkish,30,1,Diplomatın misafiri yemekten sonra yine acıktılar,condition_c,sg,sg,pl,gpt2,1.3099463,-0.09305384080340104
turkish,30,1,Diplomatın misafiri yemekten sonra yine acıktı,condition_d,sg,sg,sg,gpt2,1.3099463,-0.09305384080340104
turkish,31,1,Spikerlerin makyözü erken ödemeden dolayı sevindilar,condition_a,sg,pl,pl,gpt2,1.2773821,-0.20385539807307396
turkish,31,1,Spikerlerin makyözü erken ödemeden dolayı sevindi,condition_b,sg,pl,sg,gpt2,1.2773821,-0.20385539807307396
turkish,31,1,Spikerin makyözü erken ödemeden dolayı sevindilar,condition_c,sg,sg,pl,gpt2,1.4353728,-0.05003869929096255
turkish,31,1,Spikerin makyözü erken ödemeden dolayı sevindi,condition_d,sg,sg,sg,gpt2,1.4353728,-0.05003869929096255
turkish,32,1,Aktörlerin psikoloğu mesaiden hemen sonra uzandılar,condition_a,sg,pl,pl,gpt2,1.2936954,0.1986289200695779
turkish,32,1,Aktörlerin psikoloğu mesaiden hemen sonra uzandı,condition_b,sg,pl,sg,gpt2,1.2936954,0.1986289200695779
turkish,32,1,Aktörün psikoloğu mesaiden hemen sonra uzandılar,condition_c,sg,sg,pl,gpt2,1.2705466,0.2152155184750427
turkish,32,1,Aktörün psikoloğu mesaiden hemen sonra uzandı,condition_d,sg,sg,sg,gpt2,1.2705466,0.2152155184750427
turkish,33,1,Gazetecilerin stajyeri ilk denemede epey zorlandılar,condition_a,sg,pl,pl,gpt2,1.2531623,0.15324735453577887
turkish,33,1,Gazetecilerin stajyeri ilk denemede epey zorlandı,condition_b,sg,pl,sg,gpt2,1.2531623,0.15324735453577887
turkish,33,1,Gazetecinin stajyeri ilk denemede epey zorlandılar,condition_c,sg,sg,pl,gpt2,1.2628155,0.1559607395080093
turkish,33,1,Gazetecinin stajyeri ilk denemede epey zorlandı,condition_d,sg,sg,sg,gpt2,1.2628155,0.1559607395080093
turkish,34,1,Polislerin amiri geç bir vakitte kalktılar,condition_a,sg,pl,pl,gpt2,1.1482794,-0.07156318718044885
turkish,34,1,Polislerin amiri geç bir vakitte kalktı,condition_b,sg,pl,sg,gpt2,1.1482793,-0.0715631777390753
turkish,34,1,Polisin amiri geç bir vakitte kalktılar,condition_c,sg,sg,pl,gpt2,1.1191412,-0.0005791109024400609
turkish,34,1,Polisin amiri geç bir vakitte kalktı,condition_d,sg,sg,sg,gpt2,1.1191413,-0.0005791027781046343
turkish,35,1,Milyonerlerin ortağı müthiş bir ağrıyla uyandılar,condition_a,sg,pl,pl,gpt2,1.1000607,-0.10247799029400192
turkish,35,1,Milyonerlerin ortağı müthiş bir ağrıyla uyandı,condition_b,sg,pl,sg,gpt2,1.1000607,-0.10247799029400192
turkish,35,1,Milyonerin ortağı müthiş bir ağrıyla uyandılar,condition_c,sg,sg,pl,gpt2,1.1190164,-0.10337966839198481
turkish,35,1,Milyonerin ortağı müthiş bir ağrıyla uyandı,condition_d,sg,sg,sg,gpt2,1.1190164,-0.10337966839198481
turkish,36,1,Kadınların jinekoloğu boş bir caddede yürüdülar,condition_a,sg,pl,pl,gpt2,1.1396793,0.18812713210682988
turkish,36,1,Kadınların jinekoloğu boş bir caddede yürüdü,condition_b,sg,pl,sg,gpt2,1.1396793,0.18812713210682988
turkish,36,1,Kadının jinekoloğu boş bir caddede yürüdülar,condition_c,sg,sg,pl,gpt2,1.1987655,0.19286863261988446
turkish,36,1,Kadının jinekoloğu boş bir caddede yürüdü,condition_d,sg,sg,sg,gpt2,1.1987655,0.19286863261988446
turkish,37,1,Politikacıların tercümanı toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl,gpt2,1.6091242,-0.07236504232766947
turkish,37,1,Politikacıların tercümanı toplantıdan sonra birden sarardı,condition_b,sg,pl,sg,gpt2,1.6091242,-0.07236504232766947
turkish,37,1,Politikacının tercümanı toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl,gpt2,1.546079,0.02511870277074879
turkish,37,1,Politikacının tercümanı toplantıdan sonra birden sarardı,condition_d,sg,sg,sg,gpt2,1.546079,0.02511870277074879
turkish,38,1,Mühendislerin işvereni yabancı bir ülkede kayboldular,condition_a,sg,pl,pl,gpt2,1.2812953,0.05719581506398205
turkish,38,1,Mühendislerin işvereni yabancı bir ülkede kayboldu,condition_b,sg,pl,sg,gpt2,1.2812953,0.05719581506398205
turkish,38,1,Mühendisin işvereni yabancı bir ülkede kayboldular,condition_c,sg,sg,pl,gpt2,1.3143291,0.06276938012372127
turkish,38,1,Mühendisin işvereni yabancı bir ülkede kayboldu,condition_d,sg,sg,sg,gpt2,1.3143291,0.06276938012372127
