item,condition,attractor,case,verb,sentence,model_type,surprisal
26,amb_sg_sg,sg,amb,sg,Die Unterhaltung über die Künstlerin ist bekannt.,gpt2,2.3723106384277344
26,amb_sg_pl,sg,amb,pl,Die Unterhaltung über die Künstlerin sind bekannt.,gpt2,6.111644744873047
26,amb_pl_sg,pl,amb,sg,Die Unterhaltung über die Künstlerinnen ist bekannt.,gpt2,3.0782854557037354
26,amb_pl_pl,pl,amb,pl,Die Unterhaltung über die Künstlerinnen sind bekannt.,gpt2,6.622154712677002
26,unamb_sg_sg,sg,unamb,sg,Die Unterhaltung mit der Künstlerin ist bekannt.,gpt2,2.4523990154266357
26,unamb_sg_pl,sg,unamb,pl,Die Unterhaltung mit der Künstlerin sind bekannt.,gpt2,7.43088436126709
26,unamb_pl_sg,pl,unamb,sg,Die Unterhaltung mit den Künstlerinnen ist bekannt.,gpt2,2.806914806365967
26,unamb_pl_pl,pl,unamb,pl,Die Unterhaltung mit den Künstlerinnen sind bekannt.,gpt2,7.483466625213623
27,amb_sg_sg,sg,amb,sg,Die Verhandlung über die Schule ist bekannt.,gpt2,2.1984446048736572
27,amb_sg_pl,sg,amb,pl,Die Verhandlung über die Schule sind bekannt.,gpt2,7.329372406005859
27,amb_pl_sg,pl,amb,sg,Die Verhandlung über die Schulen ist bekannt.,gpt2,2.2845356464385986
27,amb_pl_pl,pl,amb,pl,Die Verhandlung über die Schulen sind bekannt.,gpt2,6.843884468078613
27,unamb_sg_sg,sg,unamb,sg,Die Verhandlung mit der Schule ist bekannt.,gpt2,2.296724319458008
27,unamb_sg_pl,sg,unamb,pl,Die Verhandlung mit der Schule sind bekannt.,gpt2,8.460588455200195
27,unamb_pl_sg,pl,unamb,sg,Die Verhandlung mit den Schulen ist bekannt.,gpt2,2.20704984664917
27,unamb_pl_pl,pl,unamb,pl,Die Verhandlung mit den Schulen sind bekannt.,gpt2,8.508922576904297
28,amb_sg_sg,sg,amb,sg,Die Brücke über das Tal ist bekannt.,gpt2,5.667006492614746
28,amb_sg_pl,sg,amb,pl,Die Brücke über das Tal sind bekannt.,gpt2,2.0883243083953857
28,amb_pl_sg,pl,amb,sg,Die Brücke über die Täler ist bekannt.,gpt2,4.906865119934082
28,amb_pl_pl,pl,amb,pl,Die Brücke über die Täler sind bekannt.,gpt2,4.0967302322387695
28,unamb_sg_sg,sg,unamb,sg,Die Brücke bei dem Tal ist bekannt.,gpt2,4.7570295333862305
28,unamb_sg_pl,sg,unamb,pl,Die Brücke bei dem Tal sind bekannt.,gpt2,2.601130485534668
28,unamb_pl_sg,pl,unamb,sg,Die Brücke bei den Tälern ist bekannt.,gpt2,4.312178611755371
28,unamb_pl_pl,pl,unamb,pl,Die Brücke bei den Tälern sind bekannt.,gpt2,2.2453296184539795
29,amb_sg_sg,sg,amb,sg,Die Hilfsaktion für das Entwicklungsland ist bekannt.,gpt2,3.2216219902038574
29,amb_sg_pl,sg,amb,pl,Die Hilfsaktion für das Entwicklungsland sind bekannt.,gpt2,7.677424907684326
29,amb_pl_sg,pl,amb,sg,Die Hilfsaktion für die Entwicklungsländer ist bekannt.,gpt2,3.332520008087158
29,amb_pl_pl,pl,amb,pl,Die Hilfsaktion für die Entwicklungsländer sind bekannt.,gpt2,7.7682881355285645
29,unamb_sg_sg,sg,unamb,sg,Die Hilfsaktion in dem Entwicklungsland ist bekannt.,gpt2,2.30993914604187
29,unamb_sg_pl,sg,unamb,pl,Die Hilfsaktion in dem Entwicklungsland sind bekannt.,gpt2,6.868037223815918
29,unamb_pl_sg,pl,unamb,sg,Die Hilfsaktion in den Entwicklungsländern ist bekannt.,gpt2,2.591205596923828
29,unamb_pl_pl,pl,unamb,pl,Die Hilfsaktion in den Entwicklungsländern sind bekannt.,gpt2,6.818088531494141
30,amb_sg_sg,sg,amb,sg,Die Fernsehübertragung in das Nachbarland ist bekannt.,gpt2,2.0472121238708496
30,amb_sg_pl,sg,amb,pl,Die Fernsehübertragung in das Nachbarland sind bekannt.,gpt2,6.389176845550537
30,amb_pl_sg,pl,amb,sg,Die Fernsehübertragung in die Nachbarländer ist bekannt.,gpt2,1.9086138010025024
30,amb_pl_pl,pl,amb,pl,Die Fernsehübertragung in die Nachbarländer sind bekannt.,gpt2,5.258749485015869
30,unamb_sg_sg,sg,unamb,sg,Die Fernsehübertragung aus dem Nachbarland ist bekannt.,gpt2,2.0112273693084717
30,unamb_sg_pl,sg,unamb,pl,Die Fernsehübertragung aus dem Nachbarland sind bekannt.,gpt2,6.6340837478637695
30,unamb_pl_sg,pl,unamb,sg,Die Fernsehübertragung aus den Nachbarländern ist bekannt.,gpt2,1.8546944856643677
30,unamb_pl_pl,pl,unamb,pl,Die Fernsehübertragung aus den Nachbarländern sind bekannt.,gpt2,5.648044586181641
31,amb_sg_sg,sg,amb,sg,Die Fahrt durch die Schlucht ist bekannt.,gpt2,1.761676549911499
31,amb_sg_pl,sg,amb,pl,Die Fahrt durch die Schlucht sind bekannt.,gpt2,7.596134185791016
31,amb_pl_sg,pl,amb,sg,Die Fahrt durch die Schluchten ist bekannt.,gpt2,2.555307388305664
31,amb_pl_pl,pl,amb,pl,Die Fahrt durch die Schluchten sind bekannt.,gpt2,8.074136734008789
31,unamb_sg_sg,sg,unamb,sg,Die Fahrt zu der Schlucht ist bekannt.,gpt2,1.796488642692566
31,unamb_sg_pl,sg,unamb,pl,Die Fahrt zu der Schlucht sind bekannt.,gpt2,8.200068473815918
31,unamb_pl_sg,pl,unamb,sg,Die Fahrt zu den Schluchten ist bekannt.,gpt2,2.3315892219543457
31,unamb_pl_pl,pl,unamb,pl,Die Fahrt zu den Schluchten sind bekannt.,gpt2,7.3242573738098145
32,amb_sg_sg,sg,amb,sg,Die Diskussion über die Beamtin ist bekannt.,gpt2,2.950288772583008
32,amb_sg_pl,sg,amb,pl,Die Diskussion über die Beamtin sind bekannt.,gpt2,8.830720901489258
32,amb_pl_sg,pl,amb,sg,Die Diskussion über die Beamtinnen ist bekannt.,gpt2,5.8134894371032715
32,amb_pl_pl,pl,amb,pl,Die Diskussion über die Beamtinnen sind bekannt.,gpt2,9.151333808898926
32,unamb_sg_sg,sg,unamb,sg,Die Diskussion mit der Beamtin ist bekannt.,gpt2,3.261381149291992
32,unamb_sg_pl,sg,unamb,pl,Die Diskussion mit der Beamtin sind bekannt.,gpt2,9.846662521362305
32,unamb_pl_sg,pl,unamb,sg,Die Diskussion mit den Beamtinnen ist bekannt.,gpt2,5.0869646072387695
32,unamb_pl_pl,pl,unamb,pl,Die Diskussion mit den Beamtinnen sind bekannt.,gpt2,10.97368335723877
33,amb_sg_sg,sg,amb,sg,Die Auseinandersetzung über das Kind ist bekannt.,gpt2,2.266571044921875
33,amb_sg_pl,sg,amb,pl,Die Auseinandersetzung über das Kind sind bekannt.,gpt2,8.1158447265625
33,amb_pl_sg,pl,amb,sg,Die Auseinandersetzung über die Kinder ist bekannt.,gpt2,3.3433918952941895
33,amb_pl_pl,pl,amb,pl,Die Auseinandersetzung über die Kinder sind bekannt.,gpt2,6.9303059577941895
33,unamb_sg_sg,sg,unamb,sg,Die Auseinandersetzung mit dem Kind ist bekannt.,gpt2,2.3269734382629395
33,unamb_sg_pl,sg,unamb,pl,Die Auseinandersetzung mit dem Kind sind bekannt.,gpt2,8.416038513183594
33,unamb_pl_sg,pl,unamb,sg,Die Auseinandersetzung mit den Kindern ist bekannt.,gpt2,2.2104580402374268
33,unamb_pl_pl,pl,unamb,pl,Die Auseinandersetzung mit den Kindern sind bekannt.,gpt2,8.433640480041504
34,amb_sg_sg,sg,amb,sg,Die Veröffentlichung über die Zeitschrift ist bekannt.,gpt2,2.3832530975341797
34,amb_sg_pl,sg,amb,pl,Die Veröffentlichung über die Zeitschrift sind bekannt.,gpt2,5.571348190307617
34,amb_pl_sg,pl,amb,sg,Die Veröffentlichung über die Zeitschriften ist bekannt.,gpt2,2.9114787578582764
34,amb_pl_pl,pl,amb,pl,Die Veröffentlichung über die Zeitschriften sind bekannt.,gpt2,5.379519462585449
34,unamb_sg_sg,sg,unamb,sg,Die Veröffentlichung in der Zeitschrift ist bekannt.,gpt2,3.2834110260009766
34,unamb_sg_pl,sg,unamb,pl,Die Veröffentlichung in der Zeitschrift sind bekannt.,gpt2,6.56688117980957
34,unamb_pl_sg,pl,unamb,sg,Die Veröffentlichung in den Zeitschriften ist bekannt.,gpt2,3.0017220973968506
34,unamb_pl_pl,pl,unamb,pl,Die Veröffentlichung in den Zeitschriften sind bekannt.,gpt2,5.594785690307617
35,amb_sg_sg,sg,amb,sg,Die Berichterstattung über die Bundestagsdebatte ist bekannt.,gpt2,2.9533872604370117
35,amb_sg_pl,sg,amb,pl,Die Berichterstattung über die Bundestagsdebatte sind bekannt.,gpt2,7.6088972091674805
35,amb_pl_sg,pl,amb,sg,Die Berichterstattung über die Bundestagsdebatten ist bekannt.,gpt2,2.4673044681549072
35,amb_pl_pl,pl,amb,pl,Die Berichterstattung über die Bundestagsdebatten sind bekannt.,gpt2,6.016269683837891
35,unamb_sg_sg,sg,unamb,sg,Die Berichterstattung von der Bundestagsdebatte ist bekannt.,gpt2,2.8595685958862305
35,unamb_sg_pl,sg,unamb,pl,Die Berichterstattung von der Bundestagsdebatte sind bekannt.,gpt2,8.034159660339355
35,unamb_pl_sg,pl,unamb,sg,Die Berichterstattung von den Bundestagsdebatten ist bekannt.,gpt2,2.2900538444519043
35,unamb_pl_pl,pl,unamb,pl,Die Berichterstattung von den Bundestagsdebatten sind bekannt.,gpt2,6.263396739959717
36,amb_sg_sg,sg,amb,sg,Die Postkarte für die Mutter ist bekannt.,gpt2,2.9994356632232666
36,amb_sg_pl,sg,amb,pl,Die Postkarte für die Mutter sind bekannt.,gpt2,6.711448669433594
36,amb_pl_sg,pl,amb,sg,Die Postkarte für die Mütter ist bekannt.,gpt2,3.0729076862335205
36,amb_pl_pl,pl,amb,pl,Die Postkarte für die Mütter sind bekannt.,gpt2,6.421540260314941
36,unamb_sg_sg,sg,unamb,sg,Die Postkarte von der Mutter ist bekannt.,gpt2,3.2734546661376953
36,unamb_sg_pl,sg,unamb,pl,Die Postkarte von der Mutter sind bekannt.,gpt2,8.340158462524414
36,unamb_pl_sg,pl,unamb,sg,Die Postkarte von den Müttern ist bekannt.,gpt2,2.7174158096313477
36,unamb_pl_pl,pl,unamb,pl,Die Postkarte von den Müttern sind bekannt.,gpt2,7.164994239807129
37,amb_sg_sg,sg,amb,sg,Die Kritik über die Aufführung ist bekannt.,gpt2,4.2093963623046875
37,amb_sg_pl,sg,amb,pl,Die Kritik über die Aufführung sind bekannt.,gpt2,8.068313598632812
37,amb_pl_sg,pl,amb,sg,Die Kritik über die Aufführungen ist bekannt.,gpt2,2.866612195968628
37,amb_pl_pl,pl,amb,pl,Die Kritik über die Aufführungen sind bekannt.,gpt2,6.146885871887207
37,unamb_sg_sg,sg,unamb,sg,Die Kritik an der Aufführung ist bekannt.,gpt2,4.2523345947265625
37,unamb_sg_pl,sg,unamb,pl,Die Kritik an der Aufführung sind bekannt.,gpt2,9.045455932617188
37,unamb_pl_sg,pl,unamb,sg,Die Kritik an den Aufführungen ist bekannt.,gpt2,2.812457799911499
37,unamb_pl_pl,pl,unamb,pl,Die Kritik an den Aufführungen sind bekannt.,gpt2,6.875919342041016
